接続キー,種牡馬名,正規名,繁殖登録番号,ID確定区分,接続方法,完成区分,現代出走馬での役割,父出現数,母父出現数,母母父出現数,合計出現数,該当出走馬数,父_父祖先名,父_父M,父_母父祖先名,父_母父M,父_母母父祖先名,父_母母父M,母父_父祖先名,母父_父M,母父_母父祖先名,母父_母父M,母父_母母父祖先名,母父_母母父M,母母父_父祖先名,母母父_父M,母母父_母父祖先名,母母父_母父M,母母父_母母父祖先名,母母父_母母父M,9枝シグネチャ,監査注記
ID:1120002407,アジアエクスプレス,アジアエクスプレス,1120002407,確定,繁殖登録番号,A_v9.3直接完成,父・母父,303,4,0,307,307,Hennessy,地,Meadowlake,極,Hagley,極,Cozzene,極,Orsini,極,Iron Liege,極,Well Decorated,バ,Tom Rolfe,極,Tom Fool,極,地-極-極 | 極-極-極 | バ-極-極,
ID:1140004605,Galileo,Galileo,1140004605,確定,繁殖登録番号,A_v9.3直接完成,父・母父・母母父,9,206,85,300,300,Northern Dancer,地,Bold Reason,極,Forli,地,Mr. Prospector,極,Buckpasser,極,Princequillo,極,Agio,極,Prince Chevalier,極,Big Game,極,地-極-地 | 極-極-極 | 極-極-極,
ID:1140004069,Singspiel,Singspiel,1140004069,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,124,176,300,300,Sadler's Wells,地,Shirley Heights,バ,Sea Hawk,極,Hail to Reason,極,Cosmic Bomb,極,Mahmoud,極,Vandale,極,Escamillo,極,Firdaussi,極,地・バ・極｜極・極・極｜極・極・極,
ID:1120002504,ブリックスアンドモルタル,ブリックスアンドモルタル,1120002504,確定,繁殖登録番号,A_v9.3直接完成,父,293,0,0,293,293,Storm Cat,地,Rahy,バ,Roberto,極,Storm Bird,地,Seattle Slew,極,Prince John,極,Vaguely Noble,地,Bald Eagle,極,Dark Star,極,地-バ-極 | 地-極-極 | 地-極-極,
ID:1120001343,ヘクタープロテクター,ヘクタープロテクター,1120001343,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,63,229,292,292,Mr. Prospector,極,Buckpasser,極,Swaps,地,Never Bend,極,Prince John,極,Roman,極,Sword Dancer,極,My Babu,極,Sickle,極,極・極・地｜極・極・極｜極・極・極,
ID:1120002320,ダンカーク,ダンカーク,1120002320,確定,繁殖登録番号,A_v9.3直接完成,父・母父,266,25,0,291,291,Unbridled,極,Caro,極,Lucky Mel,地,Seattle Slew,極,Secretariat,極,Buckpasser,極,Raise a Native,極,On-and-On,極,Ponder,地,極-極-地 | 極-極-極 | 極-極-地,
ID:1120002050,ロージズインメイ,ロージズインメイ,1120002050,確定,繁殖登録番号,A_v9.3直接完成,父・母父・母母父,120,158,11,289,289,Devil's Bag,バ,Raise a Cup,極,Noble Jay,極,Prince John,極,Tornado,極,Astrophel,極,Double Jay,極,Discovery,極,Challenger,極,バ-極-極 | 極-極-極 | 極-極-極,
ID:1120001560,ティンバーカントリー,ティンバーカントリー,1120001560,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,父・母父・母母父,2,110,168,280,280,Mr. Prospector,極,Buckpasser,極,Swaps,地,Endeavour,極,Hyperion,地,Winalot,極,Khaled,地,Beau Pere,極,War Admiral,極,極・極・地｜極・地・極｜地・極・極,
ID:1140001063,Nureyev,Nureyev,1140001063,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,10,268,278,278,Nearctic,地,Native Dancer,極,Mahmoud,極,Aristophanes,地,Advocate,極,Foxglove,極,Nasrullah,極,Flares,極,Stimulus,バ,地・極・極｜地・極・極｜極・極・バ,
ID:1140001155,Danzig,Danzig,1140001155,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母父・母母父,0,7,269,276,,Nearctic,地,Native Dancer,極,Mahmoud,極,Crafty Admiral,極,Olympia,地,Halcyon,バ,Fair Trial,極,Artist's Proof,極,,バ,地・極・極｜極・地・バ｜極・極・バ,
ID:1120002391,ディスクリートキャット,ディスクリートキャット,1120002391,確定,繁殖登録番号,A_v9.3直接完成,父・母父,274,1,0,275,275,Storm Cat,地,Pleasant Colony,バ,Dr. Fager,極,Damascus,極,Buckpasser,極,Swaps,地,In Reality,極,Buckpasser,極,Star Kingdom,地,地-バ-極 | 極-極-地 | 極-極-地,
ID:1120001966,ファルブラヴ,ファルブラヴ,1120001966,確定,繁殖登録番号,A_v9.3直接完成,父・母父・母母父,4,207,64,275,275,Northern Dancer,地,Bold Reason,極,Forli,地,Seattle Slew,極,Prince John,極,Mr. Music,極,Ribot,極,Ambiorix,極,Pharamond,極,地-極-地 | 極-極-極 | 極-極-極,
ID:1120002132,メイショウボーラー,メイショウボーラー,1120002132,確定,繁殖登録番号,A_v9.3直接完成,父・母父・母母父,202,69,2,273,273,Devil's Bag,バ,Caerleon,バ,Thatch,地,Storm Bird,地,Secretariat,極,Crimson Satan,極,Nashua,極,War Admiral,極,Black Toney,バ,バ-バ-地 | 地-極-極 | 極-極-バ,
ID:1140000948,Mr. Prospector,Mr. Prospector,1140000948,確定,繁殖登録番号,K_v9.13古血統精査反映で完成,母父・母母父,0,4,268,272,,Native Dancer,極,Case Ace,バ,American Flag,極,Nasrullah,極,Johnstown,極,Sardanapale,極,Reigh Count,極,Haste,バ,Stefan the Great,極,極・バ・極｜極・極・極｜極・バ・極,
ID:1120002565,サートゥルナーリア,サートゥルナーリア,1120002565,確定,繁殖登録番号,A_v9.3直接完成,父,271,0,0,271,271,キングカメハメハ,地,Storm Cat,地,Cormorant,地,サンデーサイレンス,地,マルゼンスキー,バ,セントクレスピン,地,Northern Dancer,地,Bold Reason,極,Forli,地,地-地-地 | 地-バ-地 | 地-極-地,
ID:1120001957,ワイルドラッシュ,ワイルドラッシュ,1120001957,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,父・母父・母母父,9,220,42,271,271,Icecapade,バ,Khaled,地,Dante,極,Key to the Mint,地,Buckpasser,極,My Babu,極,Sir Gaylord,極,Tom Fool,極,Mahmoud,極,バ・地・極｜地・極・極｜極・極・極,
ID:1120002430,アメリカンペイトリオット,アメリカンペイトリオット,1120002430,確定,繁殖登録番号,A_v9.3直接完成,父,269,0,0,269,269,Danzig,地,Rubiano,地,Forli,地,Cee's Tizzy,バ,Seattle Song,極,ナイスダンサー,地,Well Decorated,バ,Tom Rolfe,極,Tom Fool,極,地-地-地 | バ-極-地 | バ-極-極,
ID:1140002531,Danehill,Danehill,1140002531,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,29,238,267,267,Northern Dancer,地,Admiral's Voyage,バ,Petition,極,Ribot,極,Alibhai,地,Beau Pere,極,Tom Fool,極,War Admiral,極,Blue Larkspur,バ,地・バ・極｜極・地・極｜極・極・バ,
ID:1120002356,リアルインパクト,リアルインパクト,1120002356,確定,繁殖登録番号,A_v9.3直接完成,父・母父,254,13,0,267,267,サンデーサイレンス,地,Alzao,バ,Busted,極,Hold Your Peace,極,Raise a Native,極,Porterhouse,極,Intentionally,極,Rough'n Tumble,極,War Relic,極,地-バ-極 | 極-極-極 | 極-極-極,
ID:1120002459,デクラレーションオブウォー,デクラレーションオブウォー,1120002459,確定,繁殖登録番号,A_v9.3直接完成,父,265,0,0,265,265,Danzig,地,Rubiano,地,Forli,地,Blushing Groom,極,Halo,極,Herbager,極,Mr. Prospector,極,Secretariat,極,Tim Tam,極,地-地-地 | 極-極-極 | 極-極-極,
ID:1120002468,マインドユアビスケッツ,マインドユアビスケッツ,1120002468,確定,繁殖登録番号,A_v9.3直接完成,父,265,0,0,265,265,Silver Deputy,地,Rahy,バ,Roberto,極,Awesome Again,地,Cozzene,極,Trepan,極,Hail to Reason,極,Tom Fool,極,Prince Bio,極,地-バ-極 | 地-極-極 | 極-極-極,
ID:1120002290,ストロングリターン,ストロングリターン,1120002290,確定,繁殖登録番号,A_v9.3直接完成,父・母父,239,22,0,261,261,Kris S.,極,Gold Meridian,地,Tri Jet,バ,Mr. Prospector,極,Smarten,バ,Nodouble,バ,Northern Dancer,地,Bull Page,極,Menow,極,極-地-バ | 極-バ-バ | 地-極-極,
ID:1140002553,Woodman,Woodman,1140002553,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,15,245,260,260,Raise a Native,極,Nashua,極,Count Fleet,極,Tom Fool,極,War Admiral,極,Blue Larkspur,バ,Khaled,地,Beau Pere,極,War Admiral,極,極・極・極｜極・極・バ｜地・極・極,
ID:1120002482,サトノクラウン,サトノクラウン,1120002482,確定,繁殖登録番号,A_v9.3直接完成,父・母父,247,1,0,248,248,Last Tycoon,地,Artaius,バ,Welsh Pageant,地,Miswaki,極,Hero's Honor,地,Sir Ivor,極,Machiavellian,極,Sir Ivor,極,Nijinsky,バ,地-バ-地 | 極-地-極 | 極-極-バ,
ID:1120002370,カレンブラックヒル,カレンブラックヒル,1120002370,確定,繁殖登録番号,A_v9.3直接完成,父・母父,243,4,0,247,247,サンデーサイレンス,地,ノーザンテースト,地,Crimson Satan,極,Unbridled,極,Drone,極,Chateaugay,地,Storm Bird,地,Secretariat,極,Crimson Satan,極,地-地-極 | 極-極-地 | 地-極-極,
ID:1120002363,ワールドエース,ワールドエース,1120002363,確定,繁殖登録番号,A_v9.3直接完成,父・母父,241,5,0,246,246,サンデーサイレンス,地,Alzao,バ,Busted,極,Surumu,地,Aggressor,極,,バ,Northern Dancer,地,Tudor Minstrel,地,Stymie,極,地-バ-極 | 地-極-バ | 地-地-極,
ID:1120002153,メイショウサムソン,メイショウサムソン,1120002153,確定,繁殖登録番号,A_v9.3直接完成,父・母父・母母父,128,114,2,244,244,Sadler's Wells,地,High Top,バ,Jimmy Reppin,極,Lyphard,バ,Drone,極,Pago Pago,極,Princely Gift,極,Worden,極,Nearco,極,地-バ-極 | バ-極-極 | 極-極-極,
ID:1140006022,Monsun,Monsun,1140006022,確定,繁殖登録番号,S_v9.20高影響祖先反映で完成,母父・母母父,0,97,146,243,,Dschingis Khan,極,Tiepoletto,極,Olymp,極,Literat,極,Reliance,極,Hyperion,地,Aureole,極,Above Suspicion,極,Tulyar,極,極・極・極｜極・極・地｜極・極・極,
ID:1120000707,リアルシヤダイ,リアルシヤダイ,1120000707,確定,繁殖登録番号,H_v9.4-v9.10追加祖先反映で完成,母父・母母父,0,7,235,242,,Hail to Reason,極,Nashua,極,Bull Lea,極,Intentionally,極,Rough'n Tumble,極,War Relic,極,Alibhai,地,Jacopo,極,Sir Gallahad,極,極・極・極｜極・極・極｜地・極・極,
ID:1120001333,ダンシングブレーヴ,ダンシングブレーヴ,1120001333,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,30,209,239,239,Northern Dancer,地,Court Martial,極,Formor,極,Sir Gaylord,極,Tom Fool,極,Mahmoud,極,Matrice,極,Abbots Fell,極,Talking,極,地・極・極｜極・極・極｜極・極・極,
ID:1120000941,サクラユタカオー,サクラユタカオー,1120000941,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母父・母母父,0,9,228,237,,Princely Gift,極,Hyperion,地,Dastur,極,Never Say Die,極,Big Game,極,Nearco,極,Chamossaire,極,Solario,極,,バ,極・地・極｜極・極・極｜極・極・バ,
ID:1120002261,アイルハヴアナザー,アイルハヴアナザー,1120002261,確定,繁殖登録番号,A_v9.3直接完成,父・母父,161,74,0,235,235,Distorted Humor,地,Lycius,バ,Sadler's Wells,地,Kris S.,極,Danzig,地,Alydar,バ,Pleasant Colony,バ,Stage Door Johnny,極,Never Bend,極,地-バ-地 | 極-地-バ | バ-極-極,
ID:1120002394,ラブリーデイ,ラブリーデイ,1120002394,確定,繁殖登録番号,A_v9.3直接完成,父・母父,232,1,0,233,233,Kingmambo,地,Last Tycoon,地,Blakeney,地,サンデーサイレンス,地,Nijinsky,バ,Key to the Mint,地,Kampala,極,Hornbeam,地,Preciptic,極,地-地-地 | 地-バ-地 | 極-地-極,
ID:1120002445,コパノリッキー,コパノリッキー,1120002445,確定,繁殖登録番号,A_v9.3直接完成,父,230,0,0,230,230,サンデーサイレンス,地,Nureyev,地,Hostage,極,Woodman,バ,Pretense,地,Swaps,地,Kampala,極,Hornbeam,地,Preciptic,極,地-地-極 | バ-地-地 | 極-地-極,
ID:1120002427,サトノアラジン,サトノアラジン,1120002427,確定,繁殖登録番号,A_v9.3直接完成,父,230,0,0,230,230,サンデーサイレンス,地,Alzao,バ,Busted,極,Storm Bird,地,Secretariat,極,Crimson Satan,極,Mr. Prospector,極,Dr. Fager,極,Correlation,極,地-バ-極 | 地-極-極 | 極-極-極,
ID:1120002196,マツリダゴッホ,マツリダゴッホ,1120002196,確定,繁殖登録番号,A_v9.3直接完成,父・母父・母母父,162,63,2,227,227,Halo,極,Understanding,極,Montparnasse,地,Bold Bidder,極,Graustark,地,My Babu,極,Exclusive Native,極,Crafty Admiral,極,Volcanic,極,極-極-地 | 極-地-極 | 極-極-極,
ID:1120002400,ダノンレジェンド,ダノンレジェンド,1120002400,確定,繁殖登録番号,A_v9.3直接完成,父,225,0,0,225,225,Holy Bull,地,Blushing Groom,極,Mr. Prospector,極,Storm Bird,地,Secretariat,極,Crimson Satan,極,Relaunch,極,Al Nasr,バ,Francis S.,極,地-極-極 | 地-極-極 | 極-バ-極,
ID:1140001570,Deputy Minister,Deputy Minister,1140001570,確定,繁殖登録番号,I_v9.11_TARGET固定8代年代境界反映で完成,母父・母母父,0,24,199,223,,Northern Dancer,地,Menetrier,極,Windfields,極,Bunty Lawless,極,Deil,極,Ariel,バ,Bimelech,極,Beau Pere,極,Donatello,極,地・極・極｜極・極・バ｜極・極・極,
ID:1120001664,エリシオ,エリシオ,1120001664,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,47,174,221,221,Northern Dancer,地,Bold Reason,極,Forli,地,Seattle Slew,極,Prince John,極,Mr. Music,極,Val de Loir,極,Armistice,極,Mousson,極,地・極・地｜極・極・極｜極・極・極,
ID:1120001799,マイネルラヴ,マイネルラヴ,1120001799,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,128,89,217,217,Mr. Prospector,極,Buckpasser,極,Hasty Road,極,Lyphard,バ,Sing Sing,地,Klairon,極,Bold Ruler,極,Princequillo,極,,バ,極-極-極 | バ-地-極 | 極-極-バ,
ID:1120001783,アドマイヤベガ,アドマイヤベガ,1120001783,確定,繁殖登録番号,A_v9.3直接完成,母父・母母父,0,108,108,216,216,Halo,極,Understanding,極,Montparnasse,地,Kampala,極,Hornbeam,地,Preciptic,極,Nearctic,地,Native Dancer,極,Mahmoud,極,極-極-地 | 極-地-極 | 地-極-極,
ID:1120000415,マルゼンスキー,マルゼンスキー,1120000415,確定,繁殖登録番号,F_v9.4-v9.8追加祖先反映で完成,母父・母母父,0,4,209,213,,Northern Dancer,地,Bull Page,極,Menow,極,Tom Fool,極,War Admiral,極,Blue Larkspur,バ,Prince Rose,極,Papyrus,極,White Eagle,バ,地・極・極｜極・極・バ｜極・極・バ,
ID:1120001768,エンドスウィープ,エンドスウィープ,1120001768,確定,繁殖登録番号,J_v9.12高影響祖先反映で完成,母父・母母父,0,90,120,210,,Mr. Prospector,極,Tom Rolfe,極,Double Jay,極,Northern Dancer,地,Cyane,極,One Count,極,Rosemont,バ,Heliopolis,地,Sweep,バ,極・極・極｜地・極・極｜バ・地・バ,
ID:1140004532,Distorted Humor,Distorted Humor,1140004532,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,父・母父・母母父,8,102,98,208,208,Mr. Prospector,極,Tom Rolfe,極,Double Jay,極,Northern Dancer,地,Admiral's Voyage,バ,Petition,極,Hail to Reason,極,Djeddah,極,Beau Pere,極,極・極・極｜地・バ・極｜極・極・極,
ID:1120002208,ヨハネスブルグ,ヨハネスブルグ,1120002208,確定,繁殖登録番号,A_v9.3直接完成,父・母父・母母父,74,132,2,208,208,Storm Cat,地,Hawaii,バ,Tom Cat,極,Damascus,極,Francis S.,極,Correlation,極,Raise a Native,極,Nashua,極,Count Fleet,極,地-バ-極 | 極-極-極 | 極-極-極,
ID:1120002501,ニューイヤーズデイ,ニューイヤーズデイ,1120002501,確定,繁殖登録番号,A_v9.3直接完成,父,204,0,0,204,204,Machiavellian,極,Troy,地,Riverman,極,Dixieland Band,地,Capote,極,Mr. Prospector,極,Relaunch,極,Al Nasr,バ,Francis S.,極,極-地-極 | 地-極-極 | 極-バ-極,
ID:1120002540,ルヴァンスレーヴ,ルヴァンスレーヴ,1120002540,確定,繁殖登録番号,A_v9.3直接完成,父,203,0,0,203,203,Kris S.,極,Gold Meridian,地,Tri Jet,バ,サンデーサイレンス,地,Kris,地,Shantung,地,Woodman,バ,Pretense,地,Swaps,地,極-地-バ | 地-地-地 | バ-地-地,
ID:1120002529,カリフォルニアクローム,カリフォルニアクローム,1120002529,確定,繁殖登録番号,A_v9.3直接完成,父,202,0,0,202,202,Pulpit,地,Cozzene,極,Lucky Mel,地,Mr. Prospector,極,Northern Dancer,地,Buckpasser,極,Danzig,地,Buckpasser,極,Swaps,地,地-極-地 | 極-地-極 | 地-極-地,
ID:1140002606,Machiavellian,Machiavellian,1140002606,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,24,177,201,201,Raise a Native,極,Nashua,極,Count Fleet,極,Hail to Reason,極,Cosmic Bomb,極,Mahmoud,極,Tom Rolfe,極,War Admiral,極,Tourbillon,極,極・極・極｜極・極・極｜極・極・極,
ID:1120002527,スワーヴリチャード,スワーヴリチャード,1120002527,確定,繁殖登録番号,A_v9.3直接完成,父,199,0,0,199,199,サンデーサイレンス,地,トニービン,地,Lyphard,バ,Unbridled,極,Caro,極,Lucky Mel,地,Seattle Slew,極,Alydar,バ,Nijinsky,バ,地-地-バ | 極-極-地 | 極-バ-バ,
ID:1120002262,スマートファルコン,スマートファルコン,1120002262,確定,繁殖登録番号,A_v9.3直接完成,父・母父,143,51,0,194,194,サンデーサイレンス,地,Nureyev,地,Hostage,極,Vaguely Noble,地,Dark Star,極,L'Amiral,極,Raise a Native,極,Royal Charger,極,Alibhai,地,地-地-極 | 地-極-極 | 極-極-地,
ID:1140002530,Cozzene,Cozzene,1140002530,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,37,156,193,193,Fortino,極,Chamossaire,極,Solario,極,Princequillo,極,Count Fleet,極,Blue Larkspur,バ,Turn-to,極,Princequillo,極,Caruso,バ,極・極・極｜極・極・バ｜極・極・バ,
ID:1120001455,コマンダーインチーフ,コマンダーインチーフ,1120001455,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父・母母父,0,62,131,193,193,Lyphard,バ,Drone,極,Pago Pago,極,Hail to Reason,極,Nashua,極,Bull Lea,極,Native Dancer,極,Case Ace,バ,American Flag,極,バ・極・極｜極・極・極｜極・バ・極,
