接続キー,種牡馬名,正規名,繁殖登録番号,ID確定区分,接続方法,完成区分,現代出走馬での役割,父出現数,母父出現数,母母父出現数,合計出現数,該当出走馬数,父_父祖先名,父_父M,父_母父祖先名,父_母父M,父_母母父祖先名,父_母母父M,母父_父祖先名,母父_父M,母父_母父祖先名,母父_母父M,母父_母母父祖先名,母父_母母父M,母母父_父祖先名,母母父_父M,母母父_母父祖先名,母母父_母父M,母母父_母母父祖先名,母母父_母母父M,9枝シグネチャ,監査注記
ID:1140007593,Known Agenda,Known Agenda,1140007593,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Smart Strike,地,Deputy Minister,地,Bates Motel,極,Green Desert,地,Woodman,バ,Nureyev,地,Shirley Heights,バ,Abdos,極,Venture,極,地-地-極 | 地-バ-地 | バ-極-極,
ID:1140007181,Kurofune,Kurofune,1140007181,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Deputy Minister,地,Hold Your Peace,極,Bold Ruler,極,Pago Pago,極,Never Bend,極,Dumpty Humpty,地,Nearctic,地,Native Dancer,極,Fighting Fox,極,地・極・極｜極・極・地｜地・極・極,
ID:1140001441,L'Emigrant,L'Emigrant,1140001441,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Northern Dancer,地,Victoria Park,極,Bull Page,極,Vienna,極,Nearco,極,Big Game,極,Khaled,地,Beau Pere,極,War Admiral,極,地・極・極｜極・極・極｜地・極・極,
ID:1140007642,Lahint,Lahint,1140007642,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,1,1,,Mr. Prospector,極,Buckpasser,極,Swaps,地,Northern Dancer,地,King's Bench,極,Torbido,バ,Chop Chop,極,Windfields,極,Osiris,極,極・極・地｜地・極・バ｜極・極・極,
ID:1140003298,Laomedonte,Laomedonte,1140003298,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,1,1,,Native Dancer,極,Case Ace,バ,American Flag,極,Dante,極,Navarro,バ,Apelle,極,Hyperion,地,Ethnarch,極,Black Jester,バ,極・バ・極｜極・バ・極｜地・極・バ,
ID:1140006240,Lawyer Ron,Lawyer Ron,1140006240,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Danzig,地,Briartic,地,Gummo,地,Lord Gaylord,極,Gallant Man,極,Tom Fool,極,Grey Dawn,極,Pocket Ruler,極,Nirgal,極,地-地-地 | 極-極-極 | 極-極-極,
ID:1140007320,Lea,Lea,1140007320,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Giant's Causeway,地,Dixieland Band,地,Fappiano,極,Sadler's Wells,地,Miswaki,極,Lombard,地,Riverman,極,Marshua's Dancer,地,Sea O Erin,地,地-地-極 | 地-極-地 | 極-地-地,
ID:1140007702,Leinster,Leinster,1140007702,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,A.P. Indy,バ,Seeking the Gold,極,Dixieland Band,地,Nijinsky,バ,Crimson Satan,極,Bolero,極,The Minstrel,バ,Vaguely Noble,地,Swaps,地,バ-極-地 | バ-極-極 | バ-地-地,
ID:1130001356,Little Current,Little Current,1130001356,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,1,1,,Dan Cupid,極,Sicambre,極,Maurepas,極,Djebel,極,Badruddin,極,Pharos,極,Unbreakable,極,Polymelian,バ,Pompey,極,極・極・極｜極・極・極｜極・バ・極,
ID:1140004197,Loose Cannon,Loose Cannon,1140004197,確定,繁殖登録番号,C_v9.4高影響祖先補完で完成,母母父,0,0,1,1,1,Northern Dancer,地,Bull Page,極,Menow,極,Ribot,極,Alibhai,地,Beau Pere,極,Roman,極,Discovery,極,Broomstick,バ,地・極・極｜極・地・極｜極・極・バ,
ID:1130000458,Lord Gayle,Lord Gayle,1130000458,確定,繁殖登録番号,G_v9.4-v9.9追加祖先反映で完成,母母父,0,0,1,1,,Turn-to,極,Princequillo,極,Caruso,バ,Fair Trial,極,Hurry On,バ,Gainsborough,極,Gainsborough,極,Chaucer,極,Minoru,バ,極・極・バ｜極・バ・極｜極・極・バ,
ID:1140000882,Lord Gaylord,Lord Gaylord,1140000882,確定,繁殖登録番号,T_v9.21高影響祖先反映で完成,母母父,0,0,1,1,,Turn-to,極,Princequillo,極,Caruso,バ,Tourbillon,極,Pharos,極,Swynford,極,Balladier,バ,Peter Hastings,バ,Man o'War,極,極・極・バ｜極・極・極｜バ・バ・極,
ID:1140007291,Lord Nelson,Lord Nelson,1140007291,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,A.P. Indy,バ,Mr. Prospector,極,Honest Pleasure,極,Mr. Prospector,極,Buckpasser,極,Hasty Road,極,Halo,極,Northern Dancer,地,Sea-Bird,極,バ-極-極 | 極-極-極 | 極-地-極,
ID:1140006552,Lord Shanakill,Lord Shanakill,1140006552,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Gone West,地,Storm Cat,地,Chieftain,極,Nureyev,地,Sassafras,バ,Hail to Reason,極,Red God,極,Wild Risk,極,Tudor Minstrel,地,地-地-極 | 地-バ-極 | 極-極-地,
ID:1140005300,Lucky North,Lucky North,1140005300,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,1,1,,Nearctic,地,Native Dancer,極,Mahmoud,極,Relic,極,Djebel,極,Jock,極,Free For All,バ,Bull Dog,極,Upset,バ,地・極・極｜極・極・極｜バ・極・バ,
NAME:Magic Albert,Magic Albert,Magic Albert,,TARGET繁殖登録番号未取得・個体同定済,入力名＋父母血統で個体同定,Web個体同定＋既存/固定8代M,母父,0,1,0,1,1,The Judge,極,Crowned Prince,地,Pardao,地,Accipiter,極,Speak John,極,Piet,極,Sir Gaylord,極,Occupy,極,Challenger II,極,極・地・地｜極・極・極｜極・極・極,Zeditave×Sally Lou(Salieri)、祖母Plunkett Street(Habitat)から9枝を展開。Habitat母Little Hutの母Savage BeautyはChallenger II産駒。Challenger IIはLa Fleche→St Simon経路を持ちHyperion祖先なし→極。
ID:1140007703,Magna Graduate,Magna Graduate,1140007703,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Danzig,地,Secretariat,極,Buckpasser,極,Seattle Slew,極,Buckpasser,極,Hasty Road,極,Hoist the Flag,極,Prince John,極,Determine,地,地-極-極 | 極-極-極 | 極-極-地,
ID:1140007476,Marciano,Marciano,1140007476,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Mr. Prospector,極,Grey Dawn,極,Nantallah,極,Northern Dancer,地,Bold Lad (USA),極,Hail to Reason,極,Faberge,極,Supreme Court,極,Nearco,極,極-極-極 | 地-極-極 | 極-極-極,
ID:1140003678,Marignan,Marignan,1140003678,確定,繁殖登録番号,C_v9.4+v9.5追加祖先反映で完成,母母父,0,0,1,1,,Red God,極,Wild Risk,極,Tudor Minstrel,地,Fortino,極,Chamossaire,極,Solario,極,Menow,極,Bull Dog,極,Equipoise,バ,極・極・地｜極・極・極｜極・極・バ,
ID:1140001412,Marshua's Dancer,Marshua's Dancer,1140001412,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,1,1,,Native Dancer,極,Case Ace,バ,American Flag,極,Nasrullah,極,Johnstown,極,Sardanapale,極,Hyperion,地,Swynford,極,Neil Gow,バ,極・バ・極｜極・極・極｜地・極・バ,
ID:1140007337,Marvelous Sunday,Marvelous Sunday,1140007337,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Halo,極,Understanding,極,Montparnasse,地,Northern Dancer,地,Menetrier,極,Windfields,極,Tom Fool,極,Alycidon,地,Portlaw,極,極・極・地｜地・極・極｜極・地・極,
NAME:Massaat,Massaat,Massaat,,TARGET繁殖登録番号未取得・個体同定済,入力名＋父母血統で個体同定,Web個体同定＋既存/固定8代M,父,1,0,0,1,1,Galileo,地,Danehill,地,Majestic Light,地,Royal Applause,極,Ahonoora,バ,Floribunda,極,Alleged,地,Boldnesian,極,Summer Tan,地,地・地・地｜極・バ・極｜地・極・地,Teofilo×Madany(Acclamation)、祖母Belle de Cadix(Law Society)から9枝を展開。
ID:1140006311,Master Command,Master Command,1140006311,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Seattle Slew,極,Secretariat,極,Buckpasser,極,General,極,Con Brio,極,Atlas,地,Bold Ruler,極,Princequillo,極,,バ,極-極-極 | 極-極-地 | 極-極-バ,
ID:1140007514,Masterstroke,Masterstroke,1140007514,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Konigsstuhl,極,Surumu,地,Authi,地,Nijinsky,バ,Blushing Groom,極,Snow Knight,地,Mr. Prospector,極,Buckpasser,極,Princequillo,極,極-地-地 | バ-極-地 | 極-極-極,
ID:1140005432,Maudlin,Maudlin,1140005432,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,1,1,,What a Pleasure,極,Tom Fool,極,Tourbillon,極,Rough'n Tumble,極,Better Self,極,Bull Brier,極,Chamossaire,極,Arctic Prince,極,Scarlet Tiger,バ,極・極・極｜極・極・極｜極・極・バ,
ID:1140007783,Maximus Mischief,Maximus Mischief,1140007783,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Harlan's Holiday,地,Tricky Creek,地,Stop the Music,極,Unbridled's Song,バ,Premiership,極,Well Decorated,バ,Wavering Monarch,極,Caro,極,Naskra,極,地-地-極 | バ-極-バ | 極-極-極,
ID:1140007511,Maxios,Maxios,1140007511,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Konigsstuhl,極,Surumu,地,Authi,地,Northern Dancer,地,Forli,地,Nantallah,極,Raise a Native,極,Nashua,極,Count Fleet,極,極-地-地 | 地-地-極 | 極-極-極,
ID:1140002185,Medaille d'Or,Medaille d'Or,1140002185,確定,繁殖登録番号,G_v9.4-v9.9追加祖先反映で完成,母母父,0,0,1,1,,Bold Ruler,極,Princequillo,極,Caruso,バ,Nearctic,地,Native Dancer,極,Mahmoud,極,Flares,極,Buchan,極,Tredennis,バ,極・極・バ｜地・極・極｜極・極・バ,
ID:1140003983,Medieval Man,Medieval Man,1140003983,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,1,1,,Star Kingdom,地,Colombo,極,Diophon,極,,バ,,バ,,バ,,バ,,バ,,バ,地・極・極｜バ・バ・バ｜バ・バ・バ,
ID:1140007436,Mehmas,Mehmas,1140007436,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Royal Applause,極,Ahonoora,バ,Floribunda,極,Mr. Prospector,極,Halo,極,Hoist the Flag,極,Nureyev,地,Venture,極,Vandale,極,極-バ-極 | 極-極-極 | 地-極-極,
ID:1140004666,Menifee,Menifee,1140004666,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Storm Cat,地,Halo,極,Gun Bow,地,Nasrullah,極,Djeddah,極,Bimelech,極,The Yuvaraj,極,Donatello,極,Caerleon,バ,地・極・地｜極・極・極｜極・極・バ,
ID:1140007268,Metfield,Metfield,1140007268,確定,繁殖登録番号,C_v9.4+v9.5追加祖先反映で完成,母母父,0,0,1,1,,Bold Reasoning,極,Poker,極,Jet Action,極,Turn-to,極,Blue Swords,極,Sir Gallahad,極,Bull Lea,極,Hyperion,地,Hurry On,バ,極・極・極｜極・極・極｜極・地・バ,
ID:1140006568,Midshipman,Midshipman,1140006568,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Unbridled,極,Caro,極,Lucky Mel,地,Seattle Slew,極,Pass the Glass,バ,Bold Bidder,極,Hail to Reason,極,Nashua,極,Bull Lea,極,極-極-地 | 極-バ-極 | 極-極-極,
ID:1140007180,Mikki Isle,Mikki Isle,1140007180,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Sunday Silence,地,Alzao,バ,Busted,極,Danehill,地,Be My Guest,地,Bold Lad (IRE),バ,Northern Dancer,地,Forli,地,Nantallah,極,地-バ-極 | 地-地-バ | 地-地-極,
ID:1140007342,Millennium Allstar,Millennium Allstar,1140007342,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Hold Your Peace,極,Raise a Native,極,Porterhouse,極,Fortino,極,Chamossaire,極,Solario,極,Captain's Gig,極,Sing Sing,地,Palestine,極,極・極・極｜極・極・極｜極・地・極,
ID:1140007341,Milwaukee Brew,Milwaukee Brew,1140007341,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Icecapade,バ,Khaled,地,Dante,極,Flirting Around,極,Casabianca,バ,Open Sky,極,Val de Loir,極,Armistice,極,Mousson,極,バ-地-極 | 極-バ-極 | 極-極-極,
ID:1140007643,Minzaal,Minzaal,1140007643,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Acclamation,地,Machiavellian,極,Soviet Star,地,Danehill,地,Linamix,地,Good Times,バ,Northern Dancer,地,Bold Reason,極,Forli,地,地-極-地 | 地-地-バ | 地-極-地,
ID:1140006728,Missionary Ridge,Missionary Ridge,1140006728,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,1,1,,Phalaris,極,,バ,,バ,Right Royal,地,Macherio,バ,Orsenigo,極,Donatello,極,Hyperion,地,Swynford,極,極・バ・バ｜地・バ・極｜極・地・極,
ID:1140007718,Mo Town,Mo Town,1140007718,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Indian Charlie,地,Arch,地,Dixieland Band,地,A.P. Indy,バ,Quiet American,地,Spectacular Bid,極,Mr. Prospector,極,Blushing Groom,極,Nijinsky,バ,地-地-地 | バ-地-極 | 極-極-バ,
ID:1140007613,Modernist,Modernist,1140007613,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Indian Charlie,地,Arch,地,Dixieland Band,地,A.P. Indy,バ,Quiet American,地,Spectacular Bid,極,Roberto,極,Princequillo,極,,バ,地-地-地 | バ-地-極 | 極-極-バ,
ID:1140004362,More Light,More Light,1140004362,確定,繁殖登録番号,D_v9.4-v9.6追加祖先反映で完成,母母父,0,0,1,1,,Ragusa,極,Hornbeam,地,Chanteur,極,Persian Gulf,極,Nearco,極,Solario,極,Nearco,極,Baytown,極,Hainault,極,極・地・極｜極・極・極｜極・極・極,
ID:1140005431,Mozart,Mozart,1140005431,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Danzig,地,His Majesty,地,Buckpasser,極,Bold Bidder,極,Promised Land,極,To Market,極,Ribot,極,Alibhai,地,Beau Pere,極,地・地・極｜極・極・極｜極・地・極,
ID:1140007487,Mr. Sparkles,Mr. Sparkles,1140007487,確定,繁殖登録番号,C_v9.4+v9.5追加祖先反映で完成,母母父,0,0,1,1,,Vice Regent,バ,Bunty's Flight,極,Jabneh,極,Tom Fool,極,War Admiral,極,Blue Larkspur,バ,Bold Ruler,極,Mahmoud,極,Ariel,バ,バ・極・極｜極・極・バ｜極・極・バ,
ID:1140003764,Mukaddamah,Mukaddamah,1140003764,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,1,1,,Northern Dancer,地,New Providence,極,Chop Chop,極,Nasrullah,極,Djeddah,極,Bimelech,極,Princequillo,極,John P.Grier,バ,,バ,地・極・極｜極・極・極｜極・バ・バ,
ID:1140007055,Mukhadram,Mukhadram,1140007055,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Giant's Causeway,地,Machiavellian,極,Troy,地,Woodman,バ,Pretense,地,Swaps,地,Sharpen Up,地,Reliance,極,Crepello,極,地-極-地 | バ-地-地 | 地-極-極,
ID:1140007696,Murtajill,Murtajill,1140007696,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Danehill,地,Be My Guest,地,Bold Lad (IRE),バ,Roberto,極,Vent du Nord,極,County Delight,極,Raffingora,極,Wilwyn,極,Abernant,地,地-地-バ | 極-極-極 | 極-極-地,
ID:1140007591,Mystic Guide,Mystic Guide,1140007591,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Awesome Again,地,Relaunch,極,Tri Jet,バ,Seattle Slew,極,Secretariat,極,Buckpasser,極,Northern Dancer,地,Bold Reason,極,Forli,地,地-極-バ | 極-極-極 | 地-極-地,
ID:1140001762,Naevus,Naevus,1140001762,確定,繁殖登録番号,C_v9.4+v9.5追加祖先反映で完成,母母父,0,0,1,1,,Raise a Native,極,Nashua,極,Count Fleet,極,Bold Ruler,極,Princequillo,極,Mahmoud,極,Menow,極,Bull Dog,極,Equipoise,バ,極・極・極｜極・極・極｜極・極・バ,
ID:1140006176,Najran,Najran,1140006176,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Blushing Groom,極,Call the Witness,極,Boodle,極,Seattle Slew,極,Bald Eagle,極,Dark Star,極,Mr. Prospector,極,Bold Commander,極,Turn-to,極,極・極・極｜極・極・極｜極・極・極,
ID:1140001504,Nasty and Bold,Nasty and Bold,1140001504,確定,繁殖登録番号,C_v9.4+v9.5追加祖先反映で完成,母母父,0,0,1,1,,Nasram,極,Le Haar,極,Fastnet,極,Bold Ruler,極,Polynesian,極,Blue Larkspur,バ,Rosemont,バ,Heliopolis,地,Sweep,バ,極・極・極｜極・極・バ｜バ・地・バ,
ID:1140003722,Native Prospector,Native Prospector,1140003722,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Raise a Native,極,Nashua,極,Count Fleet,極,Charlottesville,極,Tornado,極,Djebel,極,Nasrullah,極,Challenger,極,Sir Gallahad,極,極・極・極｜極・極・極｜極・極・極,
ID:1140003032,Native Royalty,Native Royalty,1140003032,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,1,1,,Native Dancer,極,Case Ace,バ,American Flag,極,Nearco,極,Blenheim,極,The Tetrarch,バ,Ultimus,バ,Uncle,バ,,バ,極・バ・極｜極・極・バ｜バ・バ・バ,
ID:1140007726,Ne Coupez Pas,Ne Coupez Pas,1140007726,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Northern Dancer,地,Forli,地,Nantallah,極,Raise a Native,極,Nashua,極,Count Fleet,極,Northern Dancer,地,Windfields,極,Teddy Wrack,極,地・地・極｜極・極・極｜地・極・極,
ID:1140007385,Needs Further,Needs Further,1140007385,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Fairy King,地,Star Way,バ,Mr. Prospector,極,Danzig,地,His Majesty,地,Buckpasser,極,Biscay,地,Relic,極,Fair Trial,極,地-バ-極 | 地-地-極 | 地-極-極,
ID:1140007182,Neorealism,Neorealism,1140007182,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Sunday Silence,地,Kris,地,Shantung,地,Hold Your Peace,極,Raise a Native,極,Porterhouse,極,Intentionally,極,Rough'n Tumble,極,War Relic,極,地-地-地 | 極-極-極 | 極-極-極,
ID:1140002487,Night Invader,Night Invader,1140002487,確定,繁殖登録番号,Y_v9.26残件祖先固定8代欠損0運用確定で完成,母母父,0,0,1,1,,Princequillo,極,Mahmoud,極,Ariel,バ,Sun Again,バ,Mad Hatter,バ,St. Frusquin,極,Teddy,バ,Sun Briar,バ,Whisk Broom,バ,極・極・バ｜バ・バ・極｜バ・バ・バ,
ID:1140007003,Noactor,Noactor,1140007003,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Nureyev,地,Sassafras,バ,Hail to Reason,極,Prince John,極,Better Self,極,Eight Thirty,極,Nasrullah,極,Johnstown,極,Sardanapale,極,地・バ・極｜極・極・極｜極・極・極,
NAME:Noalto,Noalto,Noalto,,TARGET繁殖登録番号未取得・個体同定済,入力名＋父母血統で個体同定,Web個体同定＋既存/固定8代M,母母父,0,0,1,1,1,Nearctic,地,Hasty Road,極,Crafty Admiral,極,Golden Cloud,極,Court Martial,極,Bahram,極,Fairway,極,Papyrus,極,White Eagle,バ,地・極・極｜極・極・極｜極・極・バ,Nonoalco×Lyrical(Gratitude)、祖母Sweet Sonnet(Honeyway)から9枝を展開。Verdura母Buraの父Bahram、Honey Buzzard父Papyrus・母父White Eagleまで確認。
ID:1140000689,Northern Answer,Northern Answer,1140000689,確定,繁殖登録番号,Z_v9.27_TARGET系譜不足枝0扱いで完成,母母父,0,0,1,1,,Nearctic,地,Native Dancer,極,Mahmoud,極,Bunty Lawless,極,Stimulus,バ,Golden Sun,極,Bull Dog,極,,バ,,バ,地・極・極｜極・バ・極｜極・バ・バ,
ID:1140000963,Northern Baby,Northern Baby,1140000963,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Nearctic,地,Native Dancer,極,Mahmoud,極,Princequillo,極,Sir Cosmo,極,Friar Marcus,極,Double Jay,極,Blue Peter,極,Bahram,極,地・極・極｜極・極・極｜極・極・極,
ID:1140006982,Northern Meteor,Northern Meteor,1140006982,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Fairy King,地,Star Way,バ,Mr. Prospector,極,Mr. Prospector,極,Dr. Fager,極,Correlation,極,Aristophanes,地,Advocate,極,Foxglove,極,地-バ-極 | 極-極-極 | 地-極-極,
ID:1140006753,Nugget Point,Nugget Point,1140006753,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Northern Dancer,地,Forli,地,Nantallah,極,Tenerani,極,El Greco,極,Papyrus,極,Tourbillon,極,Pharos,極,Swynford,極,地・地・極｜極・極・極｜極・極・極,
ID:1140006850,Ocean Crest,Ocean Crest,1140006850,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Northern Dancer,地,New Providence,極,Chop Chop,極,Bold Reasoning,極,Poker,極,Jet Action,極,Princequillo,極,Count Fleet,極,Blue Larkspur,バ,地・極・極｜極・極・極｜極・極・バ,
ID:1140002607,Old Vic,Old Vic,1140002607,確定,繁殖登録番号,W_v9.24高影響祖先反映で完成,母母父,0,0,1,1,,Northern Dancer,地,Bold Reason,極,Forli,地,Darius,極,Abernant,地,Chanteur,極,Wild Risk,極,Black Devil,極,Epinard,極,地・極・地｜極・地・極｜極・極・極,
ID:1140006115,Ole',Ole',1140006115,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Northern Dancer,地,Admiral's Voyage,バ,Petition,極,Speak John,極,Never Say Die,極,Preciptic,極,Sir Gaylord,極,Tom Fool,極,Mahmoud,極,地・バ・極｜極・極・極｜極・極・極,
ID:1140006039,One Cool Cat,One Cool Cat,1140006039,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Storm Bird,地,Secretariat,極,Crimson Satan,極,Raise a Native,極,Nashua,極,Count Fleet,極,Nearctic,地,Native Dancer,極,Mahmoud,極,地・極・極｜極・極・極｜地・極・極,
ID:1140007227,Onward Royal,Onward Royal,1140007227,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Nijinsky,バ,Crimson Satan,極,Bolero,極,Mr. Prospector,極,Secretariat,極,Tim Tam,極,Sword Dancer,極,My Babu,極,Sickle,極,バ・極・極｜極・極・極｜極・極・極,
ID:1140006091,Opera House,Opera House,1140006091,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母父,0,1,0,1,1,Northern Dancer,地,Bold Reason,極,Forli,地,Derring-Do,バ,Vimy,極,Court Martial,極,Midsummer Night,極,Chamier,極,Walvis Bay,極,地・極・地｜バ・極・極｜極・極・極,
ID:1140007216,Optimizer,Optimizer,1140007216,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Smart Strike,地,Theatrical,地,Hagley,極,Seattle Slew,極,Secretariat,極,Buckpasser,極,Raise a Native,極,Nashua,極,Count Fleet,極,地-地-極 | 極-極-極 | 極-極-極,
ID:1140006834,Orfevre,Orfevre,1140006834,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Sunday Silence,地,Dictus,極,ノーザンテースト,地,メジロテイターン,地,リマンド,バ,Hindostan,極,Northern Dancer,地,Victoria Park,極,Hyperion,地,地-極-地 | 地-バ-極 | 地-極-地,
ID:1140007381,Oscar,Oscar,1140007381,確定,繁殖登録番号,S_v9.20高影響祖先反映で完成,母父,0,1,0,1,,Northern Dancer,地,Bold Reason,極,Forli,地,Tantieme,極,Relic,極,Le Volcan,極,Sicambre,極,Cranach,極,Hyperion,地,地・極・地｜極・極・極｜極・極・地,
ID:1140007045,Our New Recruit,Our New Recruit,1140007045,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Cozzene,極,Arts and Letters,地,Crafty Admiral,極,Lord Gaylord,極,Gallant Man,極,Tom Fool,極,Vice Regent,バ,Sallymount,地,King's Bench,極,極・地・極｜極・極・極｜バ・地・極,
ID:1140005840,Outofthebox,Outofthebox,1140005840,確定,繁殖登録番号,B_TARGET再構成＋v9.3既存Mで完成,母母父,0,0,1,1,1,Buckaroo,バ,Jet Diplomacy,地,Diplomat Way,極,Well Decorated,バ,Tom Rolfe,極,Tom Fool,極,Sicambre,極,Cranach,極,Hyperion,地,バ・地・極｜バ・極・極｜極・極・地,
ID:1140007201,Outstrip,Outstrip,1140007201,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Danehill,地,Lomond,極,Watch Your Step,地,Sadler's Wells,地,Sir Ivor,極,Tom Fool,極,Roberto,極,Amerigo,バ,Mat de Cocagne,極,地-極-地 | 地-極-極 | 極-バ-極,
ID:1140006800,Overdriven,Overdriven,1140006800,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Storm Cat,地,Mr. Prospector,極,Honest Pleasure,極,Deputy Minister,地,Hold Your Peace,極,Bold Ruler,極,In Reality,極,Tim Tam,極,Tudor Minstrel,地,地-極-極 | 地-極-極 | 極-極-地,
ID:1140007239,Oxbow,Oxbow,1140007239,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Deputy Minister,地,Blushing Groom,極,Mr. Prospector,極,Relaunch,極,Lyphard,バ,Trevieres,極,Seattle Slew,極,Prince Blessed,極,Flushing,極,地-極-極 | 極-バ-極 | 極-極-極,
ID:1140007065,Palace,Palace,1140007065,確定,繁殖登録番号,A_v9.3直接完成,父,1,0,0,1,1,Carson City,極,Relaunch,極,Tri Jet,バ,Forty Niner,地,Dance Spell,地,Thinking Cap,地,Jig Time,極,Blazing Count,極,Roman Bout,極,極-極-バ | 地-地-地 | 極-極-極,
ID:1140002548,Pancho Villa,Pancho Villa,1140002548,確定,繁殖登録番号,G_v9.4-v9.9追加祖先反映で完成,母母父,0,0,1,1,,Bold Ruler,極,Princequillo,極,Caruso,バ,Spy Song,極,Requiebro,極,Papanatas,バ,Eight Thirty,極,Wise Counsellor,バ,Stefan the Great,極,極・極・バ｜極・極・バ｜極・バ・極,
ID:1140007303,Pastoral Pursuits,Pastoral Pursuits,1140007303,確定,繁殖登録番号,A_v9.3直接完成,母父,0,1,0,1,1,Cadeaux Genereux,地,Ballad Rock,バ,Mount Hagen,地,Be My Guest,地,Habitat,極,Ballymoss,極,Jaipur,極,Native Dancer,極,,バ,地-バ-地 | 地-極-極 | 極-極-バ,
