検証軸,条件,ブロック,3枝パターン,出走数,勝率,市場期待勝率,勝A_E,勝z,複勝率,市場期待複勝率,複勝A_E,複勝z,単勝回収率,勝期待判定,複勝期待判定
ダート馬場状態×含水率階層,良×やや高,母父ブロック,極極極,2463,0.06333739342265529,0.0702460871613948,0.9016501271755345,-1.4466245011211276,0.1993503857084856,0.2106674249868962,0.9462800702143934,-1.6563796202093708,56.73162809581811,中立,やや弱
ダート馬場状態×含水率階層,良×やや高,父ブロック,地バ極,2198,0.07779799818016378,0.07782436468739458,0.9996612049794855,-0.00500237989581728,0.21883530482256597,0.23100741015312054,0.9473085935966884,-1.6415411207894346,66.40127388535032,中立,やや弱
ダート馬場状態×含水率階層,稍重×やや高,父ブロック,地地地,3609,0.06234413965087282,0.06870849017285072,0.9073717017217663,-1.635008122375199,0.2083679689664727,0.20780050850323048,1.0027307943918404,0.10141171459738091,59.50955943474644,やや弱,中立
ダート馬場状態×含水率階層,良×標準,母父ブロック,バ極極,1689,0.06394316163410302,0.07351719316679142,0.8697715307089131,-1.6331846512463126,0.21492007104795738,0.21796586349632033,0.9860262868712266,-0.36686732391444826,82.17288336293666,やや弱,中立
ダート馬場状態×含水率階層,稍重×やや高,母母父ブロック,極極極,7883,0.07370290498541164,0.06943266559868823,1.061501878833298,1.614845526259967,0.21032601801344666,0.20903251863556363,1.0061880294335361,0.34307088267752084,71.41443612837764,やや強,中立
ダート馬場状態×含水率階層,良×低,父ブロック,極極極,1100,0.056363636363636366,0.06341367610243769,0.888824616831663,-1.0308468352877174,0.1781818181818182,0.1940630426731076,0.9181646114966837,-1.5989683955993899,51.627272727272725,中立,やや弱
ダート馬場状態×含水率階層,良×標準,父ブロック,極地極,728,0.07280219780219781,0.05998724507103973,1.2136279590099863,1.567023842716082,0.1936813186813187,0.1812205266078923,1.068760378896745,1.0549992438983309,76.90934065934064,やや強,中立
ダート馬場状態×含水率階層,良×やや低,父ブロック,極極極,1015,0.060098522167487685,0.06603193079728154,0.9101433418930388,-0.8249823002380129,0.21182266009852216,0.19580291364420352,1.0818156694206726,1.5565145583562816,61.16256157635467,中立,やや強
ダート馬場状態×含水率階層,良×標準,父ブロック,バ極極,842,0.05938242280285035,0.07218114758825206,0.8226860445831319,-1.5423432456214408,0.21021377672209027,0.2159571947781307,0.9734048311660045,-0.48316429840619607,51.52019002375297,やや弱,中立
ダート馬場状態×含水率階層,良×やや低,母母父ブロック,極バ極,529,0.052930056710775046,0.06575077093384157,0.8050104349960135,-1.2717230037538865,0.1776937618147448,0.20024551656063294,0.8873794772875245,-1.5329187230033325,71.55009451795841,中立,やや弱
ダート馬場状態×含水率階層,良×低,母母父ブロック,極バ極,634,0.07728706624605679,0.06349539322923946,1.2172074589257964,1.5249810043847534,0.20977917981072555,0.19515160988407962,1.0749549026796896,1.0979340487330391,74.51104100946371,やや強,中立
ダート馬場状態×含水率階層,稍重×標準,母父ブロック,極極極,734,0.05994550408719346,0.07361527160044214,0.8143079932185351,-1.5221813564987425,0.22479564032697547,0.21995667106894695,1.0219996476329274,0.3791360286766698,53.82833787465937,やや弱,中立
