場所,レース番号,クラスコード,クラス名,グレードコード,芝ダ,ネタ,距離,コース区分,馬場状態,レースID(新),馬番,枠番,馬名,性別,年齢,斤量,確定着順,単勝オッズ,調教師,調教師コード,所属,父馬名,クッション値,クッション値判定,コースID
福島,5,15,新馬,,芝,0,1200,A,良,2.02506E+17,3,3,カイトヴァイター,牡,2,55,4,19.3,武市康男,CX01089,美,ミスチヴィアスアレックス,9,8.6-9.0,福島芝1200
福島,5,15,新馬,,芝,0,1200,A,良,2.02506E+17,4,4,ピーエムキンチャン,牡,2,55,7,52.9,和田正一,CX01114,美,タリスマニック,9,8.6-9.0,福島芝1200
福島,5,15,新馬,,芝,0,1200,A,良,2.02506E+17,5,5,セイウンヤオヨロズ,牡,2,55,5,5.2,上原博之,CX00423,美,セイウンコウセイ,9,8.6-9.0,福島芝1200
福島,5,15,新馬,,芝,0,1200,A,良,2.02506E+17,6,6,メーゼ,牝,2,55,1,2.9,菊沢隆徳,CX01115,美,Disco Partner,9,8.6-9.0,福島芝1200
福島,5,15,新馬,,芝,0,1200,A,良,2.02506E+17,7,7,ヘリテージブルーム,牡,2,55,3,2.6,伊藤圭三,CX01023,美,ミスチヴィアスアレックス,9,8.6-9.0,福島芝1200
福島,5,15,新馬,,芝,0,1200,A,良,2.02506E+17,8,8,ニシノガンリキ,牡,2,52,6,49.5,杉浦宏昭,CX01008,美,インディチャンプ,9,8.6-9.0,福島芝1200
福島,7,23,1勝,,芝,0,2600,A,良,2.02506E+17,1,1,ルークスヘリオス,牡,6,57,2,35.2,中川公成,CX01081,美,エイシンフラッシュ,9,8.6-9.0,福島芝2600
福島,7,23,1勝,,芝,0,2600,A,良,2.02506E+17,2,2,エデルクローネ,牡,3,54,3,2.8,手塚貴久,CX01038,美,フィエールマン,9,8.6-9.0,福島芝2600
福島,7,23,1勝,,芝,0,2600,A,良,2.02506E+17,3,3,ウインユアソング,牡,5,58,6,75.3,根本康広,CX01029,美,ロージズインメイ,9,8.6-9.0,福島芝2600
福島,7,23,1勝,,芝,0,2600,A,良,2.02506E+17,4,4,エバーグリーン,牡,3,51,7,89.9,青木孝文,CX01156,美,ガルボ,9,8.6-9.0,福島芝2600
福島,7,23,1勝,,芝,0,2600,A,良,2.02506E+17,5,5,クラッチプレイヤー,牡,4,58,5,17.7,国枝栄,CX00399,美,ドゥラメンテ,9,8.6-9.0,福島芝2600
福島,7,23,1勝,,芝,0,2600,A,良,2.02506E+17,6,6,オストラヴァ,牡,3,54,1,1.8,林徹,CX01163,美,スクリーンヒーロー,9,8.6-9.0,福島芝2600
福島,7,23,1勝,,芝,0,2600,A,良,2.02506E+17,7,7,プルミエソルティ,牡,3,54,4,4.1,斎藤誠,CX01086,美,レイデオロ,9,8.6-9.0,福島芝2600
福島,8,7,未勝利,,芝,0,1200,A,良,2.02506E+17,1,1,ルシェロアズーリ,牝,3,55,2,6.8,鈴木伸尋,CX01026,美,ノーブルミッション,9,8.6-9.0,福島芝1200
福島,8,7,未勝利,,芝,0,1200,A,良,2.02506E+17,2,1,ソレイケギンチャン,牝,3,52,7,7.9,天間昭一,CX01090,美,ギンザグリングラス,9,8.6-9.0,福島芝1200
福島,8,7,未勝利,,芝,0,1200,A,良,2.02506E+17,3,2,ブルーラジカル,牡,3,57,16,193.2,菊川正達,CX01052,美,ロージズインメイ,9,8.6-9.0,福島芝1200
福島,8,7,未勝利,,芝,0,1200,A,良,2.02506E+17,4,2,バシレイア,牝,3,55,1,5.2,西田雄一,CX01187,美,ミッキーアイル,9,8.6-9.0,福島芝1200
福島,8,7,未勝利,,芝,0,1200,A,良,2.02506E+17,5,3,タッチザシーリング,牝,3,52,11,34.5,菊川正達,CX01052,美,アルアイン,9,8.6-9.0,福島芝1200
福島,8,7,未勝利,,芝,0,1200,A,良,2.02506E+17,6,3,ニットウアクシア,牝,3,55,13,8,稲垣幸雄,CX01167,美,シルバーステート,9,8.6-9.0,福島芝1200
福島,8,7,未勝利,,芝,0,1200,A,良,2.02506E+17,7,4,シャトーホークビル,牡,3,54,14,296.9,加藤和宏,CX01077,美,ホークビル,9,8.6-9.0,福島芝1200
福島,8,7,未勝利,,芝,0,1200,A,良,2.02506E+17,8,4,ペタルブランシュ,牝,3,55,4,5.8,村田一誠,CX01190,美,シルバーステート,9,8.6-9.0,福島芝1200
福島,8,7,未勝利,,芝,0,1200,A,良,2.02506E+17,9,5,キーベスト,牡,3,57,10,70.9,黒岩陽一,CX01133,美,エイシンフラッシュ,9,8.6-9.0,福島芝1200
福島,8,7,未勝利,,芝,0,1200,A,良,2.02506E+17,10,5,ランヴェルセ,牡,3,56,9,17.7,武藤善則,CX01064,美,バゴ,9,8.6-9.0,福島芝1200
福島,8,7,未勝利,,芝,0,1200,A,良,2.02506E+17,11,6,ベルシャイニー,牝,3,55,12,35.5,高橋文雅,CX01134,美,ビーチパトロール,9,8.6-9.0,福島芝1200
福島,8,7,未勝利,,芝,0,1200,A,良,2.02506E+17,12,6,クリスタルテン,牝,3,55,8,187.3,水野貴広,CX01094,美,アルアイン,9,8.6-9.0,福島芝1200
福島,8,7,未勝利,,芝,0,1200,A,良,2.02506E+17,13,7,ハイダウェイ,牡,3,54,15,83.7,伊藤伸一,CX01031,美,タワーオブロンドン,9,8.6-9.0,福島芝1200
福島,8,7,未勝利,,芝,0,1200,A,良,2.02506E+17,14,7,マリノテレージア,牝,3,55,5,153.3,牧光二,CX01106,美,リオンディーズ,9,8.6-9.0,福島芝1200
福島,8,7,未勝利,,芝,0,1200,A,良,2.02506E+17,15,8,リケアコンパンナ,牡,3,57,3,3.6,村田一誠,CX01190,美,ビッグアーサー,9,8.6-9.0,福島芝1200
福島,8,7,未勝利,,芝,0,1200,A,良,2.02506E+17,16,8,スカイダイバー,牝,3,55,6,16.5,田中勝春,CX01207,美,フォーウィールドライブ,9,8.6-9.0,福島芝1200
福島,9,43,2勝,E,芝,0,2000,A,良,2.02506E+17,1,1,レミージュ,牝,5,56,1,12.3,井上智史,CX01214,栗,キズナ,9,8.6-9.0,福島芝2000
福島,9,43,2勝,E,芝,0,2000,A,良,2.02506E+17,2,2,ロムネヤ,牝,6,56,4,10.6,国枝栄,CX00399,美,ディープインパクト,9,8.6-9.0,福島芝2000
福島,9,43,2勝,E,芝,0,2000,A,良,2.02506E+17,3,3,フォーザボーイズ,牝,4,56,3,5.8,加藤征弘,CX01059,美,エピファネイア,9,8.6-9.0,福島芝2000
福島,9,43,2勝,E,芝,0,2000,A,良,2.02506E+17,4,4,ルーチェロッサ,牝,5,56,7,35.6,相沢郁,CX01020,美,ビーチパトロール,9,8.6-9.0,福島芝2000
福島,9,43,2勝,E,芝,0,2000,A,良,2.02506E+17,5,5,ミスティア,牝,4,56,5,7.3,戸田博文,CX01054,美,キタサンブラック,9,8.6-9.0,福島芝2000
福島,9,43,2勝,E,芝,0,2000,A,良,2.02506E+17,6,6,ヴァイルマティ,牝,5,56,6,43,鹿戸雄一,CX01097,美,ゴールドシップ,9,8.6-9.0,福島芝2000
福島,9,43,2勝,E,芝,0,2000,A,良,2.02506E+17,7,7,ブーバー,牝,5,56,8,54.8,新開幸一,CX01116,美,ロゴタイプ,9,8.6-9.0,福島芝2000
福島,9,43,2勝,E,芝,0,2000,A,良,2.02506E+17,8,8,ユキワリザクラ,牝,4,56,2,1.4,田中剛,CX01119,美,サトノダイヤモンド,9,8.6-9.0,福島芝2000
福島,11,67,3勝,E,芝,0,2000,A,良,2.02506E+17,1,1,アンゴラブラック,牝,4,56,1,2.6,尾関知人,CX01103,美,キズナ,9,8.6-9.0,福島芝2000
福島,11,67,3勝,E,芝,0,2000,A,良,2.02506E+17,2,1,バロネッサ,牝,4,56,6,7.9,田中博康,CX01162,美,ロードカナロア,9,8.6-9.0,福島芝2000
福島,11,67,3勝,E,芝,0,2000,A,良,2.02506E+17,3,2,ニューステソーロ,牝,4,56,11,27.7,高木登,CX01088,美,エピファネイア,9,8.6-9.0,福島芝2000
福島,11,67,3勝,E,芝,0,2000,A,良,2.02506E+17,4,2,キュクヌス,牝,4,56,5,5.4,池江泰寿,CX01071,栗,Saxon Warrior,9,8.6-9.0,福島芝2000
福島,11,67,3勝,E,芝,0,2000,A,良,2.02506E+17,5,3,ワイドアラジン,牡,5,58,4,7.8,奥村豊,CX01146,栗,ダイワメジャー,9,8.6-9.0,福島芝2000
福島,11,67,3勝,E,芝,0,2000,A,良,2.02506E+17,6,3,メジャークロニクル,牡,6,58,10,66.2,栗田徹,CX01127,美,ダイワメジャー,9,8.6-9.0,福島芝2000
福島,11,67,3勝,E,芝,0,2000,A,良,2.02506E+17,7,4,モズマーヴェリック,牡,4,58,9,16,牧浦充徳,CX01113,栗,リアルスティール,9,8.6-9.0,福島芝2000
福島,11,67,3勝,E,芝,0,2000,A,良,2.02506E+17,8,4,エンドロール,牡,6,58,13,45.7,青木孝文,CX01156,美,ガルボ,9,8.6-9.0,福島芝2000
福島,11,67,3勝,E,芝,0,2000,A,良,2.02506E+17,9,5,コスモサガルマータ,牡,5,58,14,154.1,嘉藤貴行,CX01195,美,ヴィクトワールピサ,9,8.6-9.0,福島芝2000
福島,11,67,3勝,E,芝,0,2000,A,良,2.02506E+17,10,5,サトノクローク,牡,5,58,3,38.4,橋口慎介,CX01154,栗,サトノクラウン,9,8.6-9.0,福島芝2000
福島,11,67,3勝,E,芝,0,2000,A,良,2.02506E+17,11,6,ライラスター,セ,6,58,16,66.5,森一誠,CX01201,美,ロードカナロア,9,8.6-9.0,福島芝2000
福島,11,67,3勝,E,芝,0,2000,A,良,2.02506E+17,12,6,ドラゴンヘッド,牡,5,58,8,43.8,武藤善則,CX01064,美,ラブリーデイ,9,8.6-9.0,福島芝2000
福島,11,67,3勝,E,芝,0,2000,A,良,2.02506E+17,13,7,レディベル,牝,6,56,15,87.3,辻哲英,CX01182,美,キズナ,9,8.6-9.0,福島芝2000
福島,11,67,3勝,E,芝,0,2000,A,良,2.02506E+17,14,7,ウインオーディン,牡,5,58,7,58.5,鹿戸雄一,CX01097,美,エピファネイア,9,8.6-9.0,福島芝2000
福島,11,67,3勝,E,芝,0,2000,A,良,2.02506E+17,15,8,アスクナイスショー,牡,4,58,2,7.7,中舘英二,CX01153,美,シルバーステート,9,8.6-9.0,福島芝2000
福島,11,67,3勝,E,芝,0,2000,A,良,2.02506E+17,16,8,ルカランフィースト,牡,4,58,12,14.2,鹿戸雄一,CX01097,美,イスラボニータ,9,8.6-9.0,福島芝2000
福島,2,7,未勝利,,芝,0,2600,A,良,2.02506E+17,1,1,ナヴァラトゥナ,牡,3,57,13,1.5,上原佑紀,CX01192,美,フィエールマン,9,8.6-9.0,福島芝2600
福島,2,7,未勝利,,芝,0,2600,A,良,2.02506E+17,2,1,ラーシャローム,牡,3,57,1,76.2,奥村武,CX01145,美,トーセンラー,9,8.6-9.0,福島芝2600
福島,2,7,未勝利,,芝,0,2600,A,良,2.02506E+17,3,2,マイネルフィスキオ,牡,3,54,4,9.5,佐藤吉勝,CX01035,美,ゴールドシップ,9,8.6-9.0,福島芝2600
福島,2,7,未勝利,,芝,0,2600,A,良,2.02506E+17,4,2,タナハシ,牡,3,57,11,11.3,伊坂重信,CX01177,美,コパノリッキー,9,8.6-9.0,福島芝2600
福島,2,7,未勝利,,芝,0,2600,A,良,2.02506E+17,5,3,ロンギングジェニー,牝,3,55,3,23.8,大竹正博,CX01102,美,リアルスティール,9,8.6-9.0,福島芝2600
福島,2,7,未勝利,,芝,0,2600,A,良,2.02506E+17,6,3,マイネルラファール,牡,3,57,9,61.6,畠山吉宏,CX01048,美,ウインブライト,9,8.6-9.0,福島芝2600
福島,2,7,未勝利,,芝,0,2600,A,良,2.02506E+17,7,4,モンツァフレイバー,牡,3,57,6,304.5,久保田貴,CX01067,美,エピファネイア,9,8.6-9.0,福島芝2600
福島,2,7,未勝利,,芝,0,2600,A,良,2.02506E+17,8,4,ボスポラス,牡,3,57,8,229.1,和田正一,CX01114,美,エポカドーロ,9,8.6-9.0,福島芝2600
福島,2,7,未勝利,,芝,0,2600,A,良,2.02506E+17,9,5,ウインオアシス,牡,3,57,12,5.6,畠山吉宏,CX01048,美,アルアイン,9,8.6-9.0,福島芝2600
福島,2,7,未勝利,,芝,0,2600,A,良,2.02506E+17,10,5,トーセンカタルシス,牡,3,57,7,247.6,小笠倫弘,CX01076,美,マクマホン,9,8.6-9.0,福島芝2600
福島,2,7,未勝利,,芝,0,2600,A,良,2.02506E+17,11,6,デンジエンド,牡,3,57,16,24.8,小島茂之,CX01068,美,サトノクラウン,9,8.6-9.0,福島芝2600
福島,2,7,未勝利,,芝,0,2600,A,良,2.02506E+17,12,6,レジーナシルバルム,牝,3,55,14,47.3,武井亮,CX01147,美,レイデオロ,9,8.6-9.0,福島芝2600
福島,2,7,未勝利,,芝,0,2600,A,良,2.02506E+17,13,7,リアライズハロック,牡,3,57,10,35.8,池上昌和,CX01150,美,ノーブルミッション,9,8.6-9.0,福島芝2600
福島,2,7,未勝利,,芝,0,2600,A,良,2.02506E+17,14,7,ルディシャ,牡,3,54,15,245.8,根本康広,CX01029,美,レイデオロ,9,8.6-9.0,福島芝2600
福島,2,7,未勝利,,芝,0,2600,A,良,2.02506E+17,15,8,ポッポノフェスタ,牡,3,57,5,14.8,堀内岳志,CX01189,美,ナカヤマフェスタ,9,8.6-9.0,福島芝2600
福島,2,7,未勝利,,芝,0,2600,A,良,2.02506E+17,16,8,キロノヴァ,牡,3,57,2,143.5,萩原清,CX01017,美,ミッキーアイル,9,8.6-9.0,福島芝2600
福島,4,7,未勝利,,芝,0,2000,A,良,2.02506E+17,1,1,レイヤードレッド,牡,3,57,1,4.3,手塚貴久,CX01038,美,フィエールマン,9,8.6-9.0,福島芝2000
福島,4,7,未勝利,,芝,0,2000,A,良,2.02506E+17,2,2,リワードパシオン,牡,3,57,8,88.8,勢司和浩,CX01047,美,ナカヤマフェスタ,9,8.6-9.0,福島芝2000
福島,4,7,未勝利,,芝,0,2000,A,良,2.02506E+17,3,2,マイネルトラオム,牡,3,57,9,2.9,深山雅史,CX01174,美,ノヴェリスト,9,8.6-9.0,福島芝2000
福島,4,7,未勝利,,芝,0,2000,A,良,2.02506E+17,4,3,フライハイ,牡,3,57,15,144.7,中川公成,CX01081,美,シルバーステート,9,8.6-9.0,福島芝2000
福島,4,7,未勝利,,芝,0,2000,A,良,2.02506E+17,5,3,クレプスクルム,牡,3,57,3,3.4,上原博之,CX00423,美,リアルスティール,9,8.6-9.0,福島芝2000
福島,4,7,未勝利,,芝,0,2000,A,良,2.02506E+17,6,4,ヴィジョンメーカー,牡,3,57,4,8.3,林徹,CX01163,美,ルーラーシップ,9,8.6-9.0,福島芝2000
福島,4,7,未勝利,,芝,0,2000,A,良,2.02506E+17,7,4,ムーンストラック,牝,3,55,2,7,武市康男,CX01089,美,シュヴァルグラン,9,8.6-9.0,福島芝2000
福島,4,7,未勝利,,芝,0,2000,A,良,2.02506E+17,8,5,ハッスルアニキ,牡,3,57,13,123,鈴木慎太,CX01179,美,ミッキーロケット,9,8.6-9.0,福島芝2000
福島,4,7,未勝利,,芝,0,2000,A,良,2.02506E+17,9,5,マイネルボス,牡,3,57,5,103.4,伊藤大士,CX01109,美,ダノンバラード,9,8.6-9.0,福島芝2000
福島,4,7,未勝利,,芝,0,2000,A,良,2.02506E+17,10,6,コインアフレーズ,牝,3,55,6,34.8,中舘英二,CX01153,美,エピファネイア,9,8.6-9.0,福島芝2000
福島,4,7,未勝利,,芝,0,2000,A,良,2.02506E+17,11,6,シャイニーセーラー,牝,3,54,10,61.2,相沢郁,CX01020,美,ゴールドシップ,9,8.6-9.0,福島芝2000
福島,4,7,未勝利,,芝,0,2000,A,良,2.02506E+17,12,7,ガーンディーヴァ,牝,3,52,7,97.2,柄崎将寿,CX01208,美,ゴールドシップ,9,8.6-9.0,福島芝2000
福島,4,7,未勝利,,芝,0,2000,A,良,2.02506E+17,13,7,ラファヴォリット,牝,3,55,12,58.6,黒岩陽一,CX01133,美,レイデオロ,9,8.6-9.0,福島芝2000
福島,4,7,未勝利,,芝,0,2000,A,良,2.02506E+17,14,8,イサムダイヤモンド,牡,3,57,11,51.4,高橋文雅,CX01134,美,サトノダイヤモンド,9,8.6-9.0,福島芝2000
福島,4,7,未勝利,,芝,0,2000,A,良,2.02506E+17,15,8,ガスパール,牡,3,57,14,175.4,金成貴史,CX01132,美,ジャスタウェイ,9,8.6-9.0,福島芝2000
福島,5,15,新馬,,芝,0,1800,A,良,2.02506E+17,1,1,モーリア,牝,2,55,9,9.5,伊藤大士,CX01109,美,モーリス,9,8.6-9.0,福島芝1800
福島,5,15,新馬,,芝,0,1800,A,良,2.02506E+17,2,2,パッセージピーク,牡,2,55,13,4.3,田村康仁,CX01027,美,アドマイヤマーズ,9,8.6-9.0,福島芝1800
福島,5,15,新馬,,芝,0,1800,A,良,2.02506E+17,3,3,ニシノカルラ,牡,2,55,7,160,和田勇介,CX01165,美,ヴァンゴッホ,9,8.6-9.0,福島芝1800
福島,5,15,新馬,,芝,0,1800,A,良,2.02506E+17,4,4,リベッチオ,牡,2,55,10,8.9,杉山晴紀,CX01157,栗,ルヴァンスレーヴ,9,8.6-9.0,福島芝1800
福島,5,15,新馬,,芝,0,1800,A,良,2.02506E+17,5,4,コスモメイウェザー,牡,2,55,12,73.4,高木登,CX01088,美,シルバーステート,9,8.6-9.0,福島芝1800
福島,5,15,新馬,,芝,0,1800,A,良,2.02506E+17,6,5,ウールヴヘジン,牡,2,54,8,173.1,青木孝文,CX01156,美,ビーチパトロール,9,8.6-9.0,福島芝1800
福島,5,15,新馬,,芝,0,1800,A,良,2.02506E+17,7,5,サーブルディアマン,牡,2,55,11,29.4,坂口智康,CX01170,栗,サトノダイヤモンド,9,8.6-9.0,福島芝1800
福島,5,15,新馬,,芝,0,1800,A,良,2.02506E+17,8,6,マイネルヴェーゼン,牡,2,55,2,28.9,相沢郁,CX01020,美,ベンバトル,9,8.6-9.0,福島芝1800
福島,5,15,新馬,,芝,0,1800,A,良,2.02506E+17,9,6,ロスパレドネス,牡,2,55,1,2.2,木村哲也,CX01126,美,ドレフォン,9,8.6-9.0,福島芝1800
福島,5,15,新馬,,芝,0,1800,A,良,2.02506E+17,10,7,セルジオ,牡,2,55,6,255.5,土田稔,CX00417,美,マクマホン,9,8.6-9.0,福島芝1800
福島,5,15,新馬,,芝,0,1800,A,良,2.02506E+17,11,7,ニシノエースサマ,牡,2,55,5,19.6,鹿戸雄一,CX01097,美,スワーヴリチャード,9,8.6-9.0,福島芝1800
福島,5,15,新馬,,芝,0,1800,A,良,2.02506E+17,12,8,ミスターマーボー,牡,2,55,4,29,青木孝文,CX01156,美,シュヴァルグラン,9,8.6-9.0,福島芝1800
福島,5,15,新馬,,芝,0,1800,A,良,2.02506E+17,13,8,ジーネキング,牡,2,55,3,5.4,斎藤誠,CX01086,美,コントレイル,9,8.6-9.0,福島芝1800
福島,6,15,新馬,,芝,0,1200,A,良,2.02506E+17,1,1,アビエーション,牝,2,55,4,41.5,佐藤吉勝,CX01035,美,アメリカンペイトリオット,9,8.6-9.0,福島芝1200
福島,6,15,新馬,,芝,0,1200,A,良,2.02506E+17,2,2,ハッピーエンジェル,牝,2,52,1,3.3,武市康男,CX01089,美,ジョーカプチーノ,9,8.6-9.0,福島芝1200
福島,6,15,新馬,,芝,0,1200,A,良,2.02506E+17,3,3,ビースタニング,牝,2,55,5,14.3,小手川準,CX01171,美,タワーオブロンドン,9,8.6-9.0,福島芝1200
福島,6,15,新馬,,芝,0,1200,A,良,2.02506E+17,4,4,コパノセビリア,牝,2,55,7,43,土田稔,CX00417,美,ミスターメロディ,9,8.6-9.0,福島芝1200
福島,6,15,新馬,,芝,0,1200,A,良,2.02506E+17,5,5,ナンヨーラーク,牝,2,52,6,57.9,杉浦宏昭,CX01008,美,ブリックスアンドモルタル,9,8.6-9.0,福島芝1200
福島,6,15,新馬,,芝,0,1200,A,良,2.02506E+17,6,6,ハイティー,牝,2,55,2,1.4,木村哲也,CX01126,美,ミスターメロディ,9,8.6-9.0,福島芝1200
福島,6,15,新馬,,芝,0,1200,A,良,2.02506E+17,7,7,セイウンアインス,牝,2,55,3,7.9,武藤善則,CX01064,美,フォーウィールドライブ,9,8.6-9.0,福島芝1200
福島,8,23,1勝,,芝,0,1800,A,良,2.02506E+17,2,2,ミラーダカリエンテ,牝,3,53,4,5,相沢郁,CX01020,美,スクリーンヒーロー,9,8.6-9.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,A,良,2.02506E+17,3,3,ソルトブリーズ,牡,4,58,3,2.3,田中剛,CX01119,美,アドマイヤムーン,9,8.6-9.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,A,良,2.02506E+17,4,4,シャイニースイフト,牡,5,55,1,53.2,菊川正達,CX01052,美,ダノンバラード,9,8.6-9.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,A,良,2.02506E+17,5,5,ディバイングレース,牝,5,56,2,14.2,蛯名正義,CX01191,美,キタサンブラック,9,8.6-9.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,A,良,2.02506E+17,6,6,フロスティクォーツ,牡,7,55,7,245.2,加藤和宏,CX01077,美,ロードカナロア,9,8.6-9.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,A,良,2.02506E+17,7,7,バセリーナ,牡,3,52,6,33.5,松山将樹,CX01100,美,ウインブライト,9,8.6-9.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,A,良,2.02506E+17,8,8,エナジーショット,牝,3,52,5,3.6,矢嶋大樹,CX01202,美,サンダースノー,9,8.6-9.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,A,良,2.02506E+17,9,8,チェイスザウィンド,牡,4,58,8,72.4,石栗龍彦,CX01043,美,ラブリーデイ,9,8.6-9.0,福島芝1800
福島,9,43,2勝,E,芝,0,1200,A,良,2.02506E+17,1,1,マックアルイーン,牡,3,55,1,1.8,木村哲也,CX01126,美,Blue Point,9,8.6-9.0,福島芝1200
福島,9,43,2勝,E,芝,0,1200,A,良,2.02506E+17,2,2,ディアドコス,牡,5,58,4,17,羽月友彦,CX01091,栗,ネロ,9,8.6-9.0,福島芝1200
福島,9,43,2勝,E,芝,0,1200,A,良,2.02506E+17,3,3,ヴァンヴィーヴ,牡,4,58,2,5.3,牧浦充徳,CX01113,栗,ダイワメジャー,9,8.6-9.0,福島芝1200
福島,9,43,2勝,E,芝,0,1200,A,良,2.02506E+17,4,4,エクセルゴールド,牡,4,58,8,29.8,武市康男,CX01089,美,ゴールドアクター,9,8.6-9.0,福島芝1200
福島,9,43,2勝,E,芝,0,1200,A,良,2.02506E+17,5,5,ニシノピウモッソ,牡,5,58,5,22.5,西田雄一,CX01187,美,ネロ,9,8.6-9.0,福島芝1200
福島,9,43,2勝,E,芝,0,1200,A,良,2.02506E+17,6,6,ライクアフラワー,牡,5,58,7,19.2,松永康利,CX01093,美,アメリカンペイトリオット,9,8.6-9.0,福島芝1200
福島,9,43,2勝,E,芝,0,1200,A,良,2.02506E+17,7,6,タリエシン,牡,5,58,9,138.3,金成貴史,CX01132,美,キンシャサノキセキ,9,8.6-9.0,福島芝1200
福島,9,43,2勝,E,芝,0,1200,A,良,2.02506E+17,8,7,ソルレース,牝,4,56,3,3.4,田中博康,CX01162,美,アドマイヤムーン,9,8.6-9.0,福島芝1200
福島,9,43,2勝,E,芝,0,1200,A,良,2.02506E+17,9,7,ジャガード,牡,7,58,6,98.4,和田雄二,CX01143,美,トーセンラー,9,8.6-9.0,福島芝1200
福島,9,43,2勝,E,芝,0,1200,A,良,2.02506E+17,10,8,ナファロア,牡,4,58,10,91.1,菊沢隆徳,CX01115,美,イスラボニータ,9,8.6-9.0,福島芝1200
福島,9,43,2勝,E,芝,0,1200,A,良,2.02506E+17,11,8,トレブランシュ,牝,5,56,11,80.5,伊藤伸一,CX01031,美,オルフェーヴル,9,8.6-9.0,福島芝1200
福島,11,163,Ｇ３,C,芝,0,1800,A,良,2.02506E+17,1,1,エキサイトバイオ,牡,3,53,1,7.6,今野貞一,CX01128,栗,レイデオロ,9,8.6-9.0,福島芝1800
福島,11,163,Ｇ３,C,芝,0,1800,A,良,2.02506E+17,2,2,フクノブルーレイク,牡,3,57,11,8.8,竹内正洋,CX01152,美,ウインブライト,9,8.6-9.0,福島芝1800
福島,11,163,Ｇ３,C,芝,0,1800,A,良,2.02506E+17,3,3,スナークピカソ,牡,3,53,8,15.1,高橋一哉,CX01206,栗,アジアエクスプレス,9,8.6-9.0,福島芝1800
福島,11,163,Ｇ３,C,芝,0,1800,A,良,2.02506E+17,4,3,レーヴブリリアント,牡,3,54,9,31.3,田中博康,CX01162,美,スワーヴリチャード,9,8.6-9.0,福島芝1800
福島,11,163,Ｇ３,C,芝,0,1800,A,良,2.02506E+17,5,4,センツブラッド,牡,3,56,2,5.7,斉藤崇史,CX01151,栗,ルーラーシップ,9,8.6-9.0,福島芝1800
福島,11,163,Ｇ３,C,芝,0,1800,A,良,2.02506E+17,6,4,ビーオンザカバー,牡,3,55,4,8.1,伊藤圭三,CX01023,美,ハービンジャー,9,8.6-9.0,福島芝1800
福島,11,163,Ｇ３,C,芝,0,1800,A,良,2.02506E+17,7,5,インパクトシー,牡,3,53,3,14,大竹正博,CX01102,美,フィエールマン,9,8.6-9.0,福島芝1800
福島,11,163,Ｇ３,C,芝,0,1800,A,良,2.02506E+17,8,5,エーオーキング,牡,3,55,13,31.8,久保田貴,CX01067,美,リアルスティール,9,8.6-9.0,福島芝1800
福島,11,163,Ｇ３,C,芝,0,1800,A,良,2.02506E+17,9,6,モティスフォント,牡,3,54,7,8.1,田村康仁,CX01027,美,モーリス,9,8.6-9.0,福島芝1800
福島,11,163,Ｇ３,C,芝,0,1800,A,良,2.02506E+17,10,6,アタラシイカドデニ,牡,3,53,14,113.5,上原博之,CX00423,美,イスラボニータ,9,8.6-9.0,福島芝1800
福島,11,163,Ｇ３,C,芝,0,1800,A,良,2.02506E+17,11,7,トレサフィール,牡,3,55,6,5,稲垣幸雄,CX01167,美,サトノダイヤモンド,9,8.6-9.0,福島芝1800
