場所,レース番号,クラスコード,クラス名,グレードコード,芝ダ,ネタ,距離,コース区分,馬場状態,レースID(新),馬番,枠番,馬名,性別,年齢,斤量,確定着順,単勝オッズ,調教師,調教師コード,所属,父馬名,クッション値,クッション値判定,コースID
福島,11,43,2勝,E,芝,0,1200,B,良,2.02504E+17,8,4,メイショウミリオレ,牝,4,53,11,24.1,藤岡健一,CX01062,栗,ルーラーシップ,9.4,9.1-9.5,福島芝1200
福島,11,43,2勝,E,芝,0,1200,B,良,2.02504E+17,9,5,イツモニコニコ,牝,4,55,9,7,浜田多実,CX01138,栗,ビッグアーサー,9.4,9.1-9.5,福島芝1200
福島,11,43,2勝,E,芝,0,1200,B,良,2.02504E+17,11,6,プルスウルトラ,牡,7,52,13,166.4,高橋文雅,CX01134,美,ディスクリートキャット,9.4,9.1-9.5,福島芝1200
福島,11,43,2勝,E,芝,0,1200,B,良,2.02504E+17,12,6,ゴルトリッチ,牡,5,55,7,13,牧浦充徳,CX01113,栗,ビッグアーサー,9.4,9.1-9.5,福島芝1200
福島,11,43,2勝,E,芝,0,1200,B,良,2.02504E+17,13,7,イグニション,牡,5,55,3,22.2,畑端省吾,CX01188,栗,スノードラゴン,9.4,9.1-9.5,福島芝1200
福島,11,43,2勝,E,芝,0,1200,B,良,2.02504E+17,14,7,アイノセンシ,牡,5,56,12,8.2,牧光二,CX01106,美,ドゥラメンテ,9.4,9.1-9.5,福島芝1200
福島,11,43,2勝,E,芝,0,1200,B,良,2.02504E+17,15,8,ジオパーククラウン,牡,5,54,8,110.1,長谷川浩,CX01173,栗,サトノクラウン,9.4,9.1-9.5,福島芝1200
福島,11,43,2勝,E,芝,0,1200,B,良,2.02504E+17,16,8,スイミーユニバンス,牝,5,53,6,53.2,平田修,CX01082,栗,ドゥラメンテ,9.4,9.1-9.5,福島芝1200
福島,2,7,未勝利,,芝,0,1200,B,良,2.02504E+17,1,1,ノブダブルホワイト,牡,3,54,7,217.7,松永康利,CX01093,美,バゴ,9.9,9.6-10.0,福島芝1200
福島,2,7,未勝利,,芝,0,1200,B,良,2.02504E+17,2,1,レイリースピリット,牡,3,57,13,46.3,浜田多実,CX01138,栗,シルバーステート,9.9,9.6-10.0,福島芝1200
福島,2,7,未勝利,,芝,0,1200,B,良,2.02504E+17,3,2,ブライティアブーケ,牝,3,55,4,6.7,小林真也,CX01185,栗,カレンブラックヒル,9.9,9.6-10.0,福島芝1200
福島,2,7,未勝利,,芝,0,1200,B,良,2.02504E+17,4,2,アスコットレイ,牝,3,55,14,238.4,粕谷昌央,CX01096,美,モズアスコット,9.9,9.6-10.0,福島芝1200
福島,2,7,未勝利,,芝,0,1200,B,良,2.02504E+17,5,3,シーザサンライズ,牝,3,52,10,167.4,牧浦充徳,CX01113,栗,リオンディーズ,9.9,9.6-10.0,福島芝1200
福島,2,7,未勝利,,芝,0,1200,B,良,2.02504E+17,6,3,ユーティジャーニー,牝,3,51,1,1.6,矢嶋大樹,CX01202,美,ヤングマンパワー,9.9,9.6-10.0,福島芝1200
福島,2,7,未勝利,,芝,0,1200,B,良,2.02504E+17,7,4,エコロジェイド,牡,3,55,11,161.1,小西一男,CX00405,美,レッドファルクス,9.9,9.6-10.0,福島芝1200
福島,2,7,未勝利,,芝,0,1200,B,良,2.02504E+17,8,4,クリノボタンチャン,牝,3,52,16,218.2,大橋勇樹,CX01065,栗,ミッキーアイル,9.9,9.6-10.0,福島芝1200
福島,2,7,未勝利,,芝,0,1200,B,良,2.02504E+17,9,5,ミストラルフェザー,牝,3,55,6,41.5,茶木太樹,CX01181,栗,モーリス,9.9,9.6-10.0,福島芝1200
福島,2,7,未勝利,,芝,0,1200,B,良,2.02504E+17,10,5,キャンディリボン,牝,3,55,15,32.4,清水英克,CX01080,美,タワーオブロンドン,9.9,9.6-10.0,福島芝1200
福島,2,7,未勝利,,芝,0,1200,B,良,2.02504E+17,11,6,リケアコンパンナ,牡,3,57,3,5.2,村田一誠,CX01190,美,ビッグアーサー,9.9,9.6-10.0,福島芝1200
福島,2,7,未勝利,,芝,0,1200,B,良,2.02504E+17,12,6,ルナティックアイ,牡,3,54,5,116.7,村田一誠,CX01190,美,ロジャーバローズ,9.9,9.6-10.0,福島芝1200
福島,2,7,未勝利,,芝,0,1200,B,良,2.02504E+17,13,7,ブラックソンソルト,牝,3,55,9,15.1,松永幹夫,CX01092,栗,アドマイヤマーズ,9.9,9.6-10.0,福島芝1200
福島,2,7,未勝利,,芝,0,1200,B,良,2.02504E+17,14,7,スピードイエロー,牡,3,54,8,102,佐々木晶,CX00429,栗,ルヴァンスレーヴ,9.9,9.6-10.0,福島芝1200
福島,2,7,未勝利,,芝,0,1200,B,良,2.02504E+17,15,8,アンダーザライト,牡,3,57,2,13.4,宮田敬介,CX01175,美,サートゥルナーリア,9.9,9.6-10.0,福島芝1200
福島,2,7,未勝利,,芝,0,1200,B,良,2.02504E+17,16,8,シャンハイノハナ,牝,3,55,12,32.8,牧光二,CX01106,美,シャンハイボビー,9.9,9.6-10.0,福島芝1200
福島,4,7,未勝利,,芝,0,1200,B,良,2.02504E+17,1,1,サクラジマ,セ,3,54,16,496.2,高橋文雅,CX01134,美,ケイムホーム,9.9,9.6-10.0,福島芝1200
福島,4,7,未勝利,,芝,0,1200,B,良,2.02504E+17,2,1,アッケシ,牡,3,57,12,11.6,西園正都,CX01028,栗,Blue Point,9.9,9.6-10.0,福島芝1200
福島,4,7,未勝利,,芝,0,1200,B,良,2.02504E+17,3,2,アドバンスオーセン,牡,3,56,8,280.5,森秀行,CX00427,栗,Authentic,9.9,9.6-10.0,福島芝1200
福島,4,7,未勝利,,芝,0,1200,B,良,2.02504E+17,4,2,コルヴィーナ,牝,3,52,11,180.3,渡辺薫彦,CX01155,栗,シニスターミニスター,9.9,9.6-10.0,福島芝1200
福島,4,7,未勝利,,芝,0,1200,B,良,2.02504E+17,5,3,フォルトレス,牝,3,55,9,16.6,国枝栄,CX00399,美,Invincible Spirit,9.9,9.6-10.0,福島芝1200
福島,4,7,未勝利,,芝,0,1200,B,良,2.02504E+17,6,3,シベリアンデネブ,牡,3,57,7,27.4,水野貴広,CX01094,美,フィエールマン,9.9,9.6-10.0,福島芝1200
福島,4,7,未勝利,,芝,0,1200,B,良,2.02504E+17,7,4,ニシノカスガイ,牝,3,52,15,112.2,村田一誠,CX01190,美,サトノダイヤモンド,9.9,9.6-10.0,福島芝1200
福島,4,7,未勝利,,芝,0,1200,B,良,2.02504E+17,8,4,ロネット,牝,3,55,4,16.5,浜田多実,CX01138,栗,モーリス,9.9,9.6-10.0,福島芝1200
福島,4,7,未勝利,,芝,0,1200,B,良,2.02504E+17,9,5,キャナルクルーズ,牝,3,55,6,11.2,大竹正博,CX01102,美,ロードカナロア,9.9,9.6-10.0,福島芝1200
福島,4,7,未勝利,,芝,0,1200,B,良,2.02504E+17,10,5,ラッキーカムカム,牝,3,53,5,7.6,中村直也,CX01186,栗,シルバーステート,9.9,9.6-10.0,福島芝1200
福島,4,7,未勝利,,芝,0,1200,B,良,2.02504E+17,11,6,タマカヅラ,牝,3,55,1,2.8,斎藤誠,CX01086,美,フィエールマン,9.9,9.6-10.0,福島芝1200
福島,4,7,未勝利,,芝,0,1200,B,良,2.02504E+17,12,6,フェスティヴイリス,牝,3,55,13,315.3,清水英克,CX01080,美,カレンブラックヒル,9.9,9.6-10.0,福島芝1200
福島,4,7,未勝利,,芝,0,1200,B,良,2.02504E+17,13,7,グリフォン,牝,3,55,2,11.9,小椋研介,CX01197,栗,サートゥルナーリア,9.9,9.6-10.0,福島芝1200
福島,4,7,未勝利,,芝,0,1200,B,良,2.02504E+17,14,7,ペイシャアーサー,牡,3,57,3,3.1,本間忍,CX01056,美,ビッグアーサー,9.9,9.6-10.0,福島芝1200
福島,4,7,未勝利,,芝,0,1200,B,良,2.02504E+17,15,8,モリオン,牝,3,51,14,139.9,尾形和幸,CX01141,美,リオンディーズ,9.9,9.6-10.0,福島芝1200
福島,4,7,未勝利,,芝,0,1200,B,良,2.02504E+17,16,8,ココリハクタク,牡,3,57,10,131.8,古賀慎明,CX01079,美,タワーオブロンドン,9.9,9.6-10.0,福島芝1200
福島,5,7,未勝利,,芝,0,2000,B,良,2.02504E+17,1,1,ラーシャローム,牡,3,57,6,84.1,奥村武,CX01145,美,トーセンラー,9.9,9.6-10.0,福島芝2000
福島,5,7,未勝利,,芝,0,2000,B,良,2.02504E+17,2,2,フルオブエナジー,セ,3,54,10,70,佐藤悠太,CX01205,栗,スワーヴリチャード,9.9,9.6-10.0,福島芝2000
福島,5,7,未勝利,,芝,0,2000,B,良,2.02504E+17,3,3,サンカシグレ,牡,3,57,2,4.7,粕谷昌央,CX01096,美,ウインブライト,9.9,9.6-10.0,福島芝2000
福島,5,7,未勝利,,芝,0,2000,B,良,2.02504E+17,4,3,ミッドセンチュリー,牡,3,57,5,22.8,松山将樹,CX01100,美,トゥザグローリー,9.9,9.6-10.0,福島芝2000
福島,5,7,未勝利,,芝,0,2000,B,良,2.02504E+17,5,4,ドウジャスティ,牡,3,57,7,2.5,池江泰寿,CX01071,栗,Justify,9.9,9.6-10.0,福島芝2000
福島,5,7,未勝利,,芝,0,2000,B,良,2.02504E+17,6,4,ディベルティスマン,牡,3,57,3,2.5,菊沢隆徳,CX01115,美,キズナ,9.9,9.6-10.0,福島芝2000
福島,5,7,未勝利,,芝,0,2000,B,良,2.02504E+17,7,5,ピエノダモーレ,牝,3,52,12,305.8,松山将樹,CX01100,美,ロゴタイプ,9.9,9.6-10.0,福島芝2000
福島,5,7,未勝利,,芝,0,2000,B,良,2.02504E+17,8,5,ウインポセイドン,牡,3,57,1,18.1,奥村豊,CX01146,栗,ゴールドシップ,9.9,9.6-10.0,福島芝2000
福島,5,7,未勝利,,芝,0,2000,B,良,2.02504E+17,9,6,マルカベント,牡,3,57,8,58.6,今野貞一,CX01128,栗,ドレフォン,9.9,9.6-10.0,福島芝2000
福島,5,7,未勝利,,芝,0,2000,B,良,2.02504E+17,10,6,リギーロ,牡,3,57,4,10.1,栗田徹,CX01127,美,キズナ,9.9,9.6-10.0,福島芝2000
福島,5,7,未勝利,,芝,0,2000,B,良,2.02504E+17,12,7,ムーンナイトローズ,牝,3,55,9,122.5,武市康男,CX01089,美,スクリーンヒーロー,9.9,9.6-10.0,福島芝2000
福島,5,7,未勝利,,芝,0,2000,B,良,2.02504E+17,13,8,カルタジローネ,牝,3,52,13,125.4,池上昌和,CX01150,美,リアルスティール,9.9,9.6-10.0,福島芝2000
福島,5,7,未勝利,,芝,0,2000,B,良,2.02504E+17,14,8,カドバンソコヂカラ,牡,3,54,11,136.6,千葉直人,CX01199,美,エポカドーロ,9.9,9.6-10.0,福島芝2000
福島,7,23,1勝,,芝,0,1200,B,良,2.02504E+17,1,1,スプリングデイ,牝,4,56,7,81,伊藤大士,CX01109,美,ディスクリートキャット,9.9,9.6-10.0,福島芝1200
福島,7,23,1勝,,芝,0,1200,B,良,2.02504E+17,2,2,ライクアフラワー,牡,5,55,1,2.6,松永康利,CX01093,美,アメリカンペイトリオット,9.9,9.6-10.0,福島芝1200
福島,7,23,1勝,,芝,0,1200,B,良,2.02504E+17,3,3,テキーラワルツ,牝,4,53,11,94.1,大根田裕,CX01032,栗,アジアエクスプレス,9.9,9.6-10.0,福島芝1200
福島,7,23,1勝,,芝,0,1200,B,良,2.02504E+17,4,3,テンプーシャオン,牡,5,58,2,8.1,和田勇介,CX01165,美,ドレフォン,9.9,9.6-10.0,福島芝1200
福島,7,23,1勝,,芝,0,1200,B,良,2.02504E+17,5,4,ファンユー,牝,4,53,14,40.1,加藤和宏,CX01077,美,アジアエクスプレス,9.9,9.6-10.0,福島芝1200
福島,7,23,1勝,,芝,0,1200,B,良,2.02504E+17,6,4,ヴォンヌヴォー,牝,5,53,9,208.7,菊川正達,CX01052,美,ドレフォン,9.9,9.6-10.0,福島芝1200
福島,7,23,1勝,,芝,0,1200,B,良,2.02504E+17,7,5,ラセーヌシュメール,牝,4,53,5,111.1,杉浦宏昭,CX01008,美,ロードカナロア,9.9,9.6-10.0,福島芝1200
福島,7,23,1勝,,芝,0,1200,B,良,2.02504E+17,8,5,ジョウゲンノツキ,牝,4,56,4,5.1,牧田和弥,CX01123,栗,イスラボニータ,9.9,9.6-10.0,福島芝1200
福島,7,23,1勝,,芝,0,1200,B,良,2.02504E+17,9,6,コーリングユー,牝,6,56,13,6.7,茶木太樹,CX01181,栗,ディープインパクト,9.9,9.6-10.0,福島芝1200
福島,7,23,1勝,,芝,0,1200,B,良,2.02504E+17,10,6,ソレントフレイバー,牡,6,57,6,5.8,久保田貴,CX01067,美,キタサンブラック,9.9,9.6-10.0,福島芝1200
福島,7,23,1勝,,芝,0,1200,B,良,2.02504E+17,11,7,ガーデンプランナー,牝,4,53,12,76.4,堀内岳志,CX01189,美,サトノダイヤモンド,9.9,9.6-10.0,福島芝1200
福島,7,23,1勝,,芝,0,1200,B,良,2.02504E+17,12,7,マランジュ,牝,5,56,10,25.7,田中克典,CX01180,栗,ハービンジャー,9.9,9.6-10.0,福島芝1200
福島,7,23,1勝,,芝,0,1200,B,良,2.02504E+17,13,8,セイウンデセオ,牝,4,53,3,9.1,小手川準,CX01171,美,ヴィクトワールピサ,9.9,9.6-10.0,福島芝1200
福島,7,23,1勝,,芝,0,1200,B,良,2.02504E+17,14,8,マキバシラ,牝,5,53,8,331.5,畑端省吾,CX01188,栗,ベストウォーリア,9.9,9.6-10.0,福島芝1200
福島,8,23,1勝,,芝,0,1800,B,良,2.02504E+17,1,1,ツインクルステージ,牝,4,56,9,10.9,高木登,CX01088,美,エピファネイア,9.9,9.6-10.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,B,良,2.02504E+17,2,1,パラダイスリズム,牝,4,53,15,262.1,伊藤伸一,CX01031,美,アドミラブル,9.9,9.6-10.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,B,良,2.02504E+17,3,2,ウマピョイ,牝,5,53,13,35.5,加藤和宏,CX01077,美,ゴールドアクター,9.9,9.6-10.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,B,良,2.02504E+17,4,2,ハルノドゥミプリエ,牝,4,56,14,237.5,勢司和浩,CX01047,美,ハービンジャー,9.9,9.6-10.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,B,良,2.02504E+17,5,3,ドゥムーラン,牝,5,56,12,5.6,尾関知人,CX01103,美,サトノダイヤモンド,9.9,9.6-10.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,B,良,2.02504E+17,6,3,グレイトクラウン,牝,4,53,2,8.6,松山将樹,CX01100,美,サトノクラウン,9.9,9.6-10.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,B,良,2.02504E+17,7,4,ニシノコマチムスメ,牝,4,53,4,21.4,松山将樹,CX01100,美,ルーラーシップ,9.9,9.6-10.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,B,良,2.02504E+17,8,4,ルージュラメンテ,牝,4,53,6,18.1,高橋一哉,CX01206,栗,ドゥラメンテ,9.9,9.6-10.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,B,良,2.02504E+17,9,5,グランカンタンテ,牝,4,56,1,8.5,鹿戸雄一,CX01097,美,リアルスティール,9.9,9.6-10.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,B,良,2.02504E+17,10,5,クイーンズワーフ,牝,4,56,7,7.5,青木孝文,CX01156,美,アルアイン,9.9,9.6-10.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,B,良,2.02504E+17,11,6,ロマンスライト,牝,4,52,8,45,尾形和幸,CX01141,美,キンシャサノキセキ,9.9,9.6-10.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,B,良,2.02504E+17,12,6,セブンスリーローズ,牝,4,53,16,162.8,飯田祐史,CX01139,栗,ドレフォン,9.9,9.6-10.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,B,良,2.02504E+17,13,7,イズジョーノヒカリ,牝,4,53,10,128.4,本間忍,CX01056,美,ミッキーグローリー,9.9,9.6-10.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,B,良,2.02504E+17,14,7,クインズステラ,牝,6,53,5,31.2,池上昌和,CX01150,美,ジャスタウェイ,9.9,9.6-10.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,B,良,2.02504E+17,15,8,ハーエクセレンシー,牝,5,56,3,5.4,大和田成,CX01124,美,ダイワメジャー,9.9,9.6-10.0,福島芝1800
福島,8,23,1勝,,芝,0,1800,B,良,2.02504E+17,16,8,フラッシングレート,牝,5,56,11,4.4,加藤公太,CX01215,栗,ミッキーロケット,9.9,9.6-10.0,福島芝1800
福島,9,23,1勝,E,芝,0,2600,B,良,2.02504E+17,1,1,ワンダフルヘヴン,牝,6,56,11,68.7,今野貞一,CX01128,栗,Hard Spun,9.9,9.6-10.0,福島芝2600
福島,9,23,1勝,E,芝,0,2600,B,良,2.02504E+17,2,2,マイファミリー,牡,4,58,5,4.4,深山雅史,CX01174,美,ダノンバラード,9.9,9.6-10.0,福島芝2600
福島,9,23,1勝,E,芝,0,2600,B,良,2.02504E+17,3,3,オールデュスヴラン,牡,4,58,9,3.3,池江泰寿,CX01071,栗,ルーラーシップ,9.9,9.6-10.0,福島芝2600
福島,9,23,1勝,E,芝,0,2600,B,良,2.02504E+17,4,4,ピースヒロフェイス,牝,4,56,7,4.6,牧光二,CX01106,美,サトノダイヤモンド,9.9,9.6-10.0,福島芝2600
福島,9,23,1勝,E,芝,0,2600,B,良,2.02504E+17,5,5,チャイボーグ,牝,5,56,8,115.7,的場均,CX01063,美,シャンハイボビー,9.9,9.6-10.0,福島芝2600
福島,9,23,1勝,E,芝,0,2600,B,良,2.02504E+17,6,6,ラルンエベール,牝,4,56,10,84.4,田島俊明,CX01112,美,サトノダイヤモンド,9.9,9.6-10.0,福島芝2600
福島,9,23,1勝,E,芝,0,2600,B,良,2.02504E+17,7,6,ビッグベルーガ,牡,5,58,4,11.6,牧浦充徳,CX01113,栗,ハービンジャー,9.9,9.6-10.0,福島芝2600
福島,9,23,1勝,E,芝,0,2600,B,良,2.02504E+17,8,7,モルトマエストーソ,牡,4,58,3,9.8,国枝栄,CX00399,美,ドゥラメンテ,9.9,9.6-10.0,福島芝2600
福島,9,23,1勝,E,芝,0,2600,B,良,2.02504E+17,9,7,ルークスヘリオス,牡,6,58,6,67.5,中川公成,CX01081,美,エイシンフラッシュ,9.9,9.6-10.0,福島芝2600
福島,9,23,1勝,E,芝,0,2600,B,良,2.02504E+17,10,8,テイクザクラウン,牡,4,58,2,9.3,吉村圭司,CX01130,栗,サトノクラウン,9.9,9.6-10.0,福島芝2600
福島,9,23,1勝,E,芝,0,2600,B,良,2.02504E+17,11,8,ヴァイザーバルコ,セ,5,58,1,6,水野貴広,CX01094,美,ゴールドシップ,9.9,9.6-10.0,福島芝2600
福島,11,131,ｵｰﾌﾟﾝ,E,芝,0,1200,B,良,2.02504E+17,1,1,スマートクラージュ,牡,8,58,2,15.4,池江泰寿,CX01071,栗,ディープインパクト,9.9,9.6-10.0,福島芝1200
福島,11,131,ｵｰﾌﾟﾝ,E,芝,0,1200,B,良,2.02504E+17,2,1,アスクワンタイム,牡,4,57,9,14.2,梅田智之,CX01084,栗,ロードカナロア,9.9,9.6-10.0,福島芝1200
福島,11,131,ｵｰﾌﾟﾝ,E,芝,0,1200,B,良,2.02504E+17,3,2,プルパレイ,セ,6,59,7,36.1,須貝尚介,CX01105,栗,イスラボニータ,9.9,9.6-10.0,福島芝1200
福島,11,131,ｵｰﾌﾟﾝ,E,芝,0,1200,B,良,2.02504E+17,4,2,レッドアヴァンティ,牡,6,57,4,7.8,尾関知人,CX01103,美,ドゥラメンテ,9.9,9.6-10.0,福島芝1200
福島,11,131,ｵｰﾌﾟﾝ,E,芝,0,1200,B,良,2.02504E+17,5,3,キタウイング,牝,5,56,16,132.3,小島茂之,CX01068,美,ダノンバラード,9.9,9.6-10.0,福島芝1200
福島,11,131,ｵｰﾌﾟﾝ,E,芝,0,1200,B,良,2.02504E+17,6,3,ユキノファラオ,牡,7,57,14,178.3,小野次郎,CX01125,美,ワールドエース,9.9,9.6-10.0,福島芝1200
福島,11,131,ｵｰﾌﾟﾝ,E,芝,0,1200,B,良,2.02504E+17,7,4,エエヤン,セ,5,59,15,55.2,伊藤大士,CX01109,美,シルバーステート,9.9,9.6-10.0,福島芝1200
福島,11,131,ｵｰﾌﾟﾝ,E,芝,0,1200,B,良,2.02504E+17,8,4,ブーケファロス,牡,5,57,6,17.1,清水英克,CX01080,美,ビッグアーサー,9.9,9.6-10.0,福島芝1200
福島,11,131,ｵｰﾌﾟﾝ,E,芝,0,1200,B,良,2.02504E+17,9,5,スリーアイランド,牝,5,55,13,11.7,中竹和也,CX01039,栗,Zoustar,9.9,9.6-10.0,福島芝1200
福島,11,131,ｵｰﾌﾟﾝ,E,芝,0,1200,B,良,2.02504E+17,10,5,ウインモナーク,牡,6,57,12,2,奥平雅士,CX01074,美,ビッグアーサー,9.9,9.6-10.0,福島芝1200
福島,11,131,ｵｰﾌﾟﾝ,E,芝,0,1200,B,良,2.02504E+17,11,6,ツインクルトーズ,牝,5,55,5,18.7,牧光二,CX01106,美,マインドユアビスケッツ,9.9,9.6-10.0,福島芝1200
福島,11,131,ｵｰﾌﾟﾝ,E,芝,0,1200,B,良,2.02504E+17,12,6,レッドヒルシューズ,牝,5,55,11,13.5,武英智,CX01161,栗,ハーツクライ,9.9,9.6-10.0,福島芝1200
福島,11,131,ｵｰﾌﾟﾝ,E,芝,0,1200,B,良,2.02504E+17,13,7,ジャスティンスカイ,牡,6,59,1,11,友道康夫,CX01061,栗,キタサンブラック,9.9,9.6-10.0,福島芝1200
福島,11,131,ｵｰﾌﾟﾝ,E,芝,0,1200,B,良,2.02504E+17,14,7,バンデルオーラ,牡,6,57,3,46.9,牧浦充徳,CX01113,栗,トーセンラー,9.9,9.6-10.0,福島芝1200
福島,11,131,ｵｰﾌﾟﾝ,E,芝,0,1200,B,良,2.02504E+17,15,8,セットアップ,牡,4,57,10,89.2,鹿戸雄一,CX01097,美,デクラレーションオブウォー,9.9,9.6-10.0,福島芝1200
福島,11,131,ｵｰﾌﾟﾝ,E,芝,0,1200,B,良,2.02504E+17,16,8,デュガ,セ,6,57,8,19,森秀行,CX00427,栗,Practical Joke,9.9,9.6-10.0,福島芝1200
福島,1,7,未勝利,,芝,0,1200,A,良,2.02506E+17,1,1,アレステソーロ,牡,2,55,7,41.9,田中剛,CX01119,美,ロゴタイプ,9,8.6-9.0,福島芝1200
福島,1,7,未勝利,,芝,0,1200,A,良,2.02506E+17,2,2,エンヴィーミー,牝,2,55,1,5.6,森秀行,CX00427,栗,Munnings,9,8.6-9.0,福島芝1200
福島,1,7,未勝利,,芝,0,1200,A,良,2.02506E+17,3,3,スレドナゴラ,牝,2,52,4,46.6,田中勝春,CX01207,美,フィエールマン,9,8.6-9.0,福島芝1200
福島,1,7,未勝利,,芝,0,1200,A,良,2.02506E+17,4,4,フクチャンショウ,牡,2,55,2,14.9,加藤征弘,CX01059,美,イスラボニータ,9,8.6-9.0,福島芝1200
福島,1,7,未勝利,,芝,0,1200,A,良,2.02506E+17,5,5,フォトンゲイザー,牡,2,55,6,6.5,牧光二,CX01106,美,アドマイヤマーズ,9,8.6-9.0,福島芝1200
福島,1,7,未勝利,,芝,0,1200,A,良,2.02506E+17,6,6,ナムラリアン,牝,2,55,8,54.5,武藤善則,CX01064,美,サングレーザー,9,8.6-9.0,福島芝1200
福島,1,7,未勝利,,芝,0,1200,A,良,2.02506E+17,7,7,リュウノエッセンス,牝,2,52,5,64.3,伊藤伸一,CX01031,美,アドマイヤマーズ,9,8.6-9.0,福島芝1200
福島,1,7,未勝利,,芝,0,1200,A,良,2.02506E+17,8,7,マジックショー,牡,2,55,10,272.5,奥平雅士,CX01074,美,タリスマニック,9,8.6-9.0,福島芝1200
福島,1,7,未勝利,,芝,0,1200,A,良,2.02506E+17,9,8,カレンデュラ,牝,2,55,3,8.8,南田美知,CX00437,美,アルアイン,9,8.6-9.0,福島芝1200
福島,1,7,未勝利,,芝,0,1200,A,良,2.02506E+17,10,8,ベルバード,牝,2,55,9,1.5,武井亮,CX01147,美,スワーヴリチャード,9,8.6-9.0,福島芝1200
福島,4,7,未勝利,,芝,0,1800,A,良,2.02506E+17,1,1,ヴィアトル,牝,3,55,5,4,上原佑紀,CX01192,美,サトノアラジン,9,8.6-9.0,福島芝1800
福島,4,7,未勝利,,芝,0,1800,A,良,2.02506E+17,2,1,サトノシャルレーヌ,牝,3,55,1,3,国枝栄,CX00399,美,サトノダイヤモンド,9,8.6-9.0,福島芝1800
福島,4,7,未勝利,,芝,0,1800,A,良,2.02506E+17,3,2,ラブフォルテッシモ,牝,3,55,12,100.7,田村康仁,CX01027,美,レイデオロ,9,8.6-9.0,福島芝1800
福島,4,7,未勝利,,芝,0,1800,A,良,2.02506E+17,4,2,イサゴールド,牝,3,55,4,43,奥村武,CX01145,美,サトノクラウン,9,8.6-9.0,福島芝1800
福島,4,7,未勝利,,芝,0,1800,A,良,2.02506E+17,5,3,フォーエリーゼ,牝,3,55,9,205.3,本間忍,CX01056,美,ルーラーシップ,9,8.6-9.0,福島芝1800
福島,4,7,未勝利,,芝,0,1800,A,良,2.02506E+17,6,3,ダノンブロッサム,牝,3,55,11,5.7,尾関知人,CX01103,美,ロードカナロア,9,8.6-9.0,福島芝1800
福島,4,7,未勝利,,芝,0,1800,A,良,2.02506E+17,7,4,ディフューズ,牝,3,55,2,50.6,勢司和浩,CX01047,美,ウインブライト,9,8.6-9.0,福島芝1800
福島,4,7,未勝利,,芝,0,1800,A,良,2.02506E+17,8,4,モズアンドモズ,牝,3,55,16,81.3,栗田徹,CX01127,美,モズアスコット,9,8.6-9.0,福島芝1800
福島,4,7,未勝利,,芝,0,1800,A,良,2.02506E+17,9,5,サルーポルティ,牝,3,55,3,4.9,国枝栄,CX00399,美,モーリス,9,8.6-9.0,福島芝1800
福島,4,7,未勝利,,芝,0,1800,A,良,2.02506E+17,10,5,ラベルエラベット,牝,3,55,15,157.6,畠山吉宏,CX01048,美,ノーブルミッション,9,8.6-9.0,福島芝1800
福島,4,7,未勝利,,芝,0,1800,A,良,2.02506E+17,11,6,ハットメリリー,牝,3,55,7,33.5,菊沢隆徳,CX01115,美,フィエールマン,9,8.6-9.0,福島芝1800
福島,4,7,未勝利,,芝,0,1800,A,良,2.02506E+17,12,6,プリティパール,牝,3,54,14,169.1,大和田成,CX01124,美,ルーラーシップ,9,8.6-9.0,福島芝1800
福島,4,7,未勝利,,芝,0,1800,A,良,2.02506E+17,13,7,レイーナアスール,牝,3,55,13,234,武藤善則,CX01064,美,バゴ,9,8.6-9.0,福島芝1800
福島,4,7,未勝利,,芝,0,1800,A,良,2.02506E+17,14,7,ミライヘノハナ,牝,3,55,8,9.6,伊藤大士,CX01109,美,リアルスティール,9,8.6-9.0,福島芝1800
福島,4,7,未勝利,,芝,0,1800,A,良,2.02506E+17,15,8,アットザホップ,牝,3,52,10,192.1,新開幸一,CX01116,美,サトノアラジン,9,8.6-9.0,福島芝1800
福島,4,7,未勝利,,芝,0,1800,A,良,2.02506E+17,16,8,ジェノヴィーノ,牝,3,55,6,14.8,中舘英二,CX01153,美,サトノダイヤモンド,9,8.6-9.0,福島芝1800
福島,5,15,新馬,,芝,0,1200,A,良,2.02506E+17,1,1,イントゥゴールデン,牡,2,52,8,54.2,和田雄二,CX01143,美,ミスチヴィアスアレックス,9,8.6-9.0,福島芝1200
福島,5,15,新馬,,芝,0,1200,A,良,2.02506E+17,2,2,イイクニパッション,牡,2,55,2,4.1,深山雅史,CX01174,美,ビッグアーサー,9,8.6-9.0,福島芝1200
